T_K,T_C,P_Pa,P_bar,rho_kg_m3,v_m3_kg,h_kJ_kg,s_kJ_kgK,u_kJ_kg,cp_J_kgK,cv_J_kgK,phase
173.04135,-100.10865,10000.0,0.1,0.201401,4.965212,299.119548,4.0,249.467425,1002.927624,715.373022,supercritical_gas
247.731936,-25.418064,35000.0,0.35,0.492358,2.031044,373.946749,4.0,302.860193,1003.88382,716.098584,supercritical_gas
289.046395,15.896395,60000.0,0.6,0.723328,1.382499,415.377471,4.0,332.427528,1005.311453,717.387468,supercritical_gas
319.297433,46.147433,85000.0,0.85,0.927526,1.078137,445.7583,4.0,354.116694,1007.002388,718.973885,supercritical_gas
343.671126,70.521126,110000.0,1.1,1.115069,0.896805,470.278569,4.0,371.629977,1008.835733,720.721686,supercritical_gas
364.313559,91.163559,135000.0,1.35,1.290801,0.774712,491.083456,4.0,386.497269,1010.743386,722.556133,supercritical_gas
382.34337,109.19337,160000.0,1.6,1.457526,0.686094,509.289887,4.0,399.514817,1012.684627,724.432942,supercritical_gas
398.425619,125.275619,185000.0,1.85,1.61705,0.61841,525.561172,4.0,411.155296,1014.634009,726.324506,supercritical_gas
412.99131,139.84131,210000.0,2.1,1.770626,0.564772,540.326721,4.0,421.724577,1016.575176,728.213049,supercritical_gas
426.337401,153.187401,235000.0,2.35,1.919167,0.521059,553.882094,4.0,431.433112,1018.497455,730.086909,supercritical_gas
438.678099,165.528099,260000.0,2.6,2.063365,0.484645,566.440284,4.0,440.432504,1020.393859,731.938379,supercritical_gas
450.17353,177.02353,285000.0,2.85,2.20376,0.45377,578.160372,4.0,448.835945,1022.259862,733.762392,supercritical_gas
460.946867,187.796867,310000.0,3.1,2.340785,0.427207,589.164625,4.0,456.730406,1024.092612,735.555676,supercritical_gas
471.0951,197.9451,335000.0,3.35,2.474791,0.404074,599.549251,4.0,464.184302,1025.890417,737.316209,supercritical_gas
480.696111,207.546111,360000.0,3.6,2.606072,0.383719,609.391451,4.0,471.252519,1027.652397,739.042845,supercritical_gas
489.813481,216.663481,385000.0,3.85,2.734872,0.365648,618.754214,4.0,477.979827,1029.378244,740.735056,supercritical_gas
498.499864,225.349864,410000.0,4.1,2.861402,0.349479,627.689673,4.0,484.403273,1031.068054,742.392757,supercritical_gas
506.7994,233.6494,435000.0,4.35,2.985841,0.334914,636.241514,4.0,490.553897,1032.722208,744.016177,supercritical_gas
514.7495,241.5995,460000.0,4.6,3.108344,0.321715,644.446744,4.0,496.457988,1034.341285,745.605765,supercritical_gas
522.382171,249.232171,485000.0,4.85,3.22905,0.309689,652.337016,4.0,502.138029,1035.926003,747.162128,supercritical_gas
529.725034,256.575034,510000.0,5.1,3.348077,0.298679,659.939637,4.0,507.613413,1037.47717,748.685977,supercritical_gas
536.802106,263.652106,535000.0,5.35,3.465534,0.288556,667.278343,4.0,512.900997,1038.995652,750.178096,supercritical_gas
543.634413,270.484413,560000.0,5.6,3.581516,0.279211,674.37391,4.0,518.015534,1040.482351,751.639313,supercritical_gas
550.240478,277.090478,585000.0,5.85,3.696107,0.270555,681.244641,4.0,522.97002,1041.938184,753.07048,supercritical_gas
556.636713,283.486713,610000.0,6.1,3.809386,0.262509,687.906745,4.0,527.775962,1043.364069,754.472458,supercritical_gas
562.837731,289.687731,635000.0,6.35,3.921422,0.25501,694.374658,4.0,532.443612,1044.76092,755.84611,supercritical_gas
568.85661,295.70661,660000.0,6.6,4.032279,0.247999,700.661295,4.0,536.982139,1046.129636,757.192288,supercritical_gas
574.705099,301.555099,685000.0,6.85,4.142014,0.241428,706.778263,4.0,541.399782,1047.471097,758.511832,supercritical_gas
580.393804,307.243804,710000.0,7.1,4.250681,0.235256,712.736034,4.0,545.703978,1048.786161,759.805563,supercritical_gas
585.932326,312.782326,735000.0,7.35,4.358329,0.229446,718.544094,4.0,549.901461,1050.075662,761.074279,supercritical_gas
591.329394,318.179394,760000.0,7.6,4.465001,0.223964,724.211063,4.0,553.998352,1051.340407,762.318758,supercritical_gas
596.592966,323.442966,785000.0,7.85,4.570741,0.218783,729.744802,4.0,558.000232,1052.581176,763.539752,supercritical_gas
601.730319,328.580319,810000.0,8.1,4.675587,0.213877,735.1525,4.0,561.912208,1053.798722,764.737989,supercritical_gas
606.748127,333.598127,835000.0,8.35,4.779573,0.209224,740.440753,4.0,565.738961,1054.993773,765.914171,supercritical_gas
611.652528,338.502528,860000.0,8.6,4.882734,0.204803,745.615624,4.0,569.484799,1056.167028,767.068977,supercritical_gas
616.44918,343.29918,885000.0,8.85,4.985101,0.200598,750.682707,4.0,573.153694,1057.319159,768.203058,supercritical_gas
621.143309,347.993309,910000.0,9.1,5.086702,0.196591,755.647169,4.0,576.749316,1058.450814,769.317044,supercritical_gas
625.739758,352.589758,935000.0,9.35,5.187564,0.192769,760.513795,4.0,580.275066,1059.562615,770.41154,supercritical_gas
630.24302,357.09302,960000.0,9.6,5.287714,0.189118,765.28703,4.0,583.734099,1060.655161,771.487129,supercritical_gas
634.65727,361.50727,985000.0,9.85,5.387175,0.185626,769.971006,4.0,587.129351,1061.729027,772.544371,supercritical_gas
638.986403,365.836403,1010000.0,10.1,5.48597,0.182283,774.569572,4.0,590.463559,1062.784765,773.583803,supercritical_gas
643.234048,370.084048,1035000.0,10.35,5.584119,0.179079,779.086323,4.0,593.739277,1063.822907,774.605946,supercritical_gas
647.403601,374.253601,1060000.0,10.6,5.681644,0.176005,783.524619,4.0,596.958892,1064.843963,775.611296,supercritical_gas
651.498241,378.348241,1085000.0,10.85,5.778562,0.173053,787.887608,4.0,600.124642,1065.848423,776.600333,supercritical_gas
655.52095,382.37095,1110000.0,11.1,5.874893,0.170216,792.178243,4.0,603.238627,1066.836759,777.573518,supercritical_gas
659.474526,386.324526,1135000.0,11.35,5.970652,0.167486,796.399298,4.0,606.302818,1067.809426,778.531294,supercritical_gas
663.361604,390.211604,1160000.0,11.6,6.065857,0.164857,800.553381,4.0,609.31907,1068.766858,779.474088,supercritical_gas
