T_K,T_C,P_Pa,P_bar,rho_kg_m3,v_m3_kg,h_kJ_kg,s_kJ_kgK,u_kJ_kg,cp_J_kgK,cv_J_kgK,phase
64.934355,-208.215645,10000.0,0.1,0.902946,1.107486,99.748447,1.6,88.673592,1035.101997,730.341552,twophase
72.499479,-200.650521,35000.0,0.35,2.773664,0.360534,114.143906,1.6,101.52522,1079.745454,749.114287,twophase
76.398949,-196.751051,60000.0,0.6,4.489982,0.222718,120.972429,1.6,107.609346,1115.139731,763.114379,twophase
79.176516,-193.973484,85000.0,0.85,6.130021,0.163132,125.606269,1.6,111.740085,1146.762331,775.031105,twophase
81.380379,-191.769621,110000.0,1.1,7.720703,0.129522,129.152231,1.6,114.904823,1176.194219,785.641505,twophase
83.229096,-189.920904,135000.0,1.35,9.27578,0.107808,132.040316,1.6,117.486283,1204.177572,795.31354,twophase
84.833718,-188.316282,160000.0,1.6,10.803564,0.092562,134.484804,1.6,119.674876,1231.139317,804.260696,twophase
86.258996,-186.891004,185000.0,1.85,12.3096,0.081237,136.608658,1.6,121.579738,1257.355689,812.621941,twophase
87.546242,-185.603758,210000.0,2.1,13.797833,0.072475,138.489263,1.6,123.269482,1283.019924,820.494723,twophase
88.723549,-184.426451,235000.0,2.35,15.271205,0.065483,140.178613,1.6,124.790174,1308.275008,827.951021,twophase
89.810957,-183.339043,260000.0,2.6,16.731986,0.059766,141.7134,1.6,126.1743,1333.231365,835.046081,twophase
90.823303,-182.326697,285000.0,2.85,18.18198,0.055,143.120519,1.6,127.445659,1357.977223,841.823569,twophase
91.771902,-181.378098,310000.0,3.1,19.622651,0.050962,144.4203,1.6,128.62223,1382.585065,848.318807,twophase
92.665598,-180.484402,335000.0,3.35,21.055207,0.047494,145.628496,1.6,129.717942,1407.115855,854.56091,twophase
93.511444,-179.638556,360000.0,3.6,22.480664,0.044483,146.757574,1.6,130.743812,1431.621915,860.574252,twophase
94.315163,-178.834837,385000.0,3.85,23.899884,0.041841,147.817576,1.6,131.708711,1456.148943,866.3795,twophase
95.08147,-178.06853,410000.0,4.1,25.313609,0.039504,148.816711,1.6,132.61989,1480.737487,871.994378,twophase
95.814296,-177.335704,435000.0,4.35,26.722484,0.037422,149.761787,1.6,133.48336,1505.424021,877.434228,twophase
96.516957,-176.633043,460000.0,4.6,28.127072,0.035553,150.658505,1.6,134.304154,1530.241777,882.712438,twophase
97.192282,-175.957718,485000.0,4.85,29.527872,0.033866,151.511698,1.6,135.086539,1555.221371,887.840779,twophase
97.842699,-175.307301,510000.0,5.1,30.925326,0.032336,152.325495,1.6,135.834157,1580.391308,892.829666,twophase
