T_K,T_C,P_Pa,P_bar,rho_kg_m3,v_m3_kg,h_kJ_kg,s_kJ_kgK,u_kJ_kg,cp_J_kgK,cv_J_kgK,phase
173.15,-100.0,10000.0,0.1,0.201275,4.968334,299.228517,4.00063,249.545178,1002.926808,715.373008,supercritical_gas
175.15,-98.0,10000.0,0.1,0.198974,5.025793,301.234356,4.012148,250.976422,1002.912479,715.373112,supercritical_gas
177.15,-96.0,10000.0,0.1,0.196724,5.083252,303.240167,4.023535,252.407652,1002.899452,715.37391,supercritical_gas
179.15,-94.0,10000.0,0.1,0.194526,5.140708,305.245954,4.034794,253.838871,1002.887694,715.375405,supercritical_gas
181.15,-92.0,10000.0,0.1,0.192376,5.198164,307.251719,4.045928,255.270081,1002.877181,715.377602,supercritical_gas
183.15,-90.0,10000.0,0.1,0.190273,5.255618,309.257464,4.056939,256.701284,1002.867892,715.380509,supercritical_gas
185.15,-88.0,10000.0,0.1,0.188215,5.313071,311.263191,4.067831,258.132481,1002.859809,715.384138,supercritical_gas
187.15,-86.0,10000.0,0.1,0.186202,5.370523,313.268904,4.078606,259.563674,1002.852919,715.388501,supercritical_gas
189.15,-84.0,10000.0,0.1,0.184231,5.427974,315.274604,4.089266,260.994866,1002.847215,715.393614,supercritical_gas
191.15,-82.0,10000.0,0.1,0.182301,5.485424,317.280294,4.099814,262.426059,1002.84269,715.399492,supercritical_gas
193.15,-80.0,10000.0,0.1,0.180412,5.542872,319.285975,4.110252,263.857253,1002.839343,715.406156,supercritical_gas
195.15,-78.0,10000.0,0.1,0.178561,5.60032,321.291652,4.120583,265.288452,1002.837174,715.413626,supercritical_gas
197.15,-76.0,10000.0,0.1,0.176748,5.657767,323.297325,4.130808,266.719657,1002.836188,715.421923,supercritical_gas
199.15,-74.0,10000.0,0.1,0.174972,5.715213,325.302997,4.14093,268.150871,1002.836391,715.431073,supercritical_gas
201.15,-72.0,10000.0,0.1,0.17323,5.772658,327.308671,4.150951,269.582095,1002.837791,715.441099,supercritical_gas
