T_K,T_C,P_Pa,P_bar,rho_kg_m3,v_m3_kg,h_kJ_kg,s_kJ_kgK,u_kJ_kg,cp_J_kgK,cv_J_kgK,phase
173.15,-100.0,4000000.0,40.0,95.82072,0.010436,271.13388,2.163606,229.389256,1395.220686,774.330867,supercritical
175.15,-98.0,4000000.0,40.0,93.932011,0.010646,273.903439,2.17951,231.319448,1374.658046,771.456459,supercritical
177.15,-96.0,4000000.0,40.0,92.142221,0.010853,276.633708,2.19501,233.222555,1355.889545,768.795158,supercritical
179.15,-94.0,4000000.0,40.0,90.442341,0.011057,279.328045,2.210134,235.100972,1338.692683,766.325333,supercritical
181.15,-92.0,4000000.0,40.0,88.824529,0.011258,281.989401,2.224907,236.956795,1322.880731,764.02831,supercritical
183.15,-90.0,4000000.0,40.0,87.281909,0.011457,284.620385,2.239352,238.791873,1308.295727,761.887846,supercritical
185.15,-88.0,4000000.0,40.0,85.808425,0.011654,287.223312,2.253487,240.607842,1294.803078,759.889729,supercritical
187.15,-86.0,4000000.0,40.0,84.398712,0.011849,289.800248,2.26733,242.40616,1282.28734,758.021454,supercritical
189.15,-84.0,4000000.0,40.0,83.048,0.012041,292.353046,2.280898,244.188129,1270.648892,756.271958,supercritical
191.15,-82.0,4000000.0,40.0,81.752025,0.012232,294.883371,2.294206,245.954919,1259.801283,754.631413,supercritical
193.15,-80.0,4000000.0,40.0,80.506961,0.012421,297.392728,2.307265,247.707583,1249.669105,753.091047,supercritical
195.15,-78.0,4000000.0,40.0,79.309365,0.012609,299.88248,2.320089,249.447074,1240.186266,751.643007,supercritical
197.15,-76.0,4000000.0,40.0,78.156124,0.012795,302.353867,2.332689,251.174256,1231.294581,750.280231,supercritical
199.15,-74.0,4000000.0,40.0,77.044418,0.01298,304.808018,2.345074,252.889915,1222.942619,748.996356,supercritical
201.15,-72.0,4000000.0,40.0,75.971681,0.013163,307.245966,2.357255,254.594768,1215.084735,747.785627,supercritical
203.15,-70.0,4000000.0,40.0,74.935574,0.013345,309.668659,2.36924,256.289472,1207.680283,746.642828,supercritical
205.15,-68.0,4000000.0,40.0,73.933958,0.013526,312.076966,2.381037,257.974628,1200.692939,745.563218,supercritical
207.15,-66.0,4000000.0,40.0,72.964874,0.013705,314.471687,2.392653,259.650788,1194.090144,744.54248,supercritical
209.15,-64.0,4000000.0,40.0,72.02652,0.013884,316.853563,2.404097,261.318463,1187.842623,743.576675,supercritical
211.15,-62.0,4000000.0,40.0,71.117237,0.014061,319.223277,2.415373,262.978122,1181.923983,742.662199,supercritical
213.15,-60.0,4000000.0,40.0,70.235495,0.014238,321.581462,2.426489,264.630201,1176.310366,741.795752,supercritical
215.15,-58.0,4000000.0,40.0,69.379877,0.014413,323.928707,2.43745,266.275102,1170.98015,740.974307,supercritical
217.15,-56.0,4000000.0,40.0,68.549072,0.014588,326.265559,2.448261,267.9132,1165.913695,740.19508,supercritical
219.15,-54.0,4000000.0,40.0,67.741862,0.014762,328.592526,2.458928,269.544843,1161.093121,739.455511,supercritical
221.15,-52.0,4000000.0,40.0,66.957115,0.014935,330.910084,2.469455,271.170354,1156.502115,738.753239,supercritical
223.15,-50.0,4000000.0,40.0,66.193777,0.015107,333.218677,2.479847,272.790036,1152.125766,738.086088,supercritical
225.15,-48.0,4000000.0,40.0,65.450863,0.015279,335.518721,2.490109,274.404172,1147.950414,737.452043,supercritical
227.15,-46.0,4000000.0,40.0,64.727454,0.015449,337.810605,2.500243,276.013025,1143.963526,736.849245,supercritical
229.15,-44.0,4000000.0,40.0,64.022689,0.015619,340.094693,2.510255,277.616843,1140.153584,736.27597,supercritical
231.15,-42.0,4000000.0,40.0,63.335764,0.015789,342.37133,2.520147,279.215859,1136.509979,735.73062,supercritical
233.15,-40.0,4000000.0,40.0,62.66592,0.015958,344.640837,2.529923,280.81029,1133.02293,735.211713,supercritical
235.15,-38.0,4000000.0,40.0,62.012449,0.016126,346.90352,2.539586,282.400342,1129.683404,734.717871,supercritical
237.15,-36.0,4000000.0,40.0,61.37468,0.016293,349.159664,2.54914,283.986208,1126.483044,734.247816,supercritical
239.15,-34.0,4000000.0,40.0,60.751986,0.01646,351.40954,2.558588,285.56807,1123.41411,733.800356,supercritical
241.15,-32.0,4000000.0,40.0,60.143771,0.016627,353.653403,2.567931,287.146101,1120.469424,733.374382,supercritical
243.15,-30.0,4000000.0,40.0,59.549477,0.016793,355.891496,2.577174,288.720461,1117.642319,732.968862,supercritical
245.15,-28.0,4000000.0,40.0,58.968574,0.016958,358.124047,2.586318,290.291306,1114.926597,732.582831,supercritical
247.15,-26.0,4000000.0,40.0,58.400561,0.017123,360.351272,2.595366,291.85878,1112.316487,732.215391,supercritical
249.15,-24.0,4000000.0,40.0,57.844964,0.017288,362.573379,2.604321,293.423021,1109.80661,731.865702,supercritical
251.15,-22.0,4000000.0,40.0,57.301334,0.017452,364.790562,2.613185,294.98416,1107.391948,731.532978,supercritical
253.15,-20.0,4000000.0,40.0,56.769246,0.017615,367.003007,2.621959,296.542321,1105.067812,731.216485,supercritical
255.15,-18.0,4000000.0,40.0,56.248293,0.017778,369.210891,2.630646,298.097622,1102.829821,730.915537,supercritical
257.15,-16.0,4000000.0,40.0,55.738094,0.017941,371.414381,2.639249,299.650176,1100.673871,730.629491,supercritical
259.15,-14.0,4000000.0,40.0,55.238281,0.018103,373.613639,2.647768,301.200089,1098.59612,730.357744,supercritical
261.15,-12.0,4000000.0,40.0,54.748507,0.018265,375.808816,2.656206,302.747462,1096.592962,730.099731,supercritical
263.15,-10.0,4000000.0,40.0,54.268441,0.018427,378.000058,2.664565,304.292394,1094.661015,729.854924,supercritical
265.15,-8.0,4000000.0,40.0,53.797767,0.018588,380.187505,2.672846,305.834976,1092.797101,729.622823,supercritical
267.15,-6.0,4000000.0,40.0,53.336184,0.018749,382.37129,2.681051,307.375298,1090.998231,729.402964,supercritical
269.15,-4.0,4000000.0,40.0,52.883404,0.01891,384.551539,2.689182,308.913443,1089.261594,729.194907,supercritical
271.15,-2.0,4000000.0,40.0,52.439154,0.01907,386.728376,2.69724,310.449494,1087.584541,728.998241,supercritical
273.15,0.0,4000000.0,40.0,52.003169,0.01923,388.901916,2.705227,311.983527,1085.964577,728.812577,supercritical
275.15,2.0,4000000.0,40.0,51.575201,0.019389,391.072271,2.713143,313.515617,1084.399347,728.637553,supercritical
277.15,4.0,4000000.0,40.0,51.155007,0.019548,393.239548,2.720992,315.045834,1082.886628,728.472824,supercritical
279.15,6.0,4000000.0,40.0,50.742359,0.019707,395.403851,2.728773,316.574249,1081.424322,728.318067,supercritical
281.15,8.0,4000000.0,40.0,50.337036,0.019866,397.565278,2.736488,318.100925,1080.010444,728.172979,supercritical
283.15,10.0,4000000.0,40.0,49.938827,0.020024,399.723924,2.744139,319.625926,1078.643116,728.037272,supercritical
285.15,12.0,4000000.0,40.0,49.547528,0.020183,401.87988,2.751726,321.149314,1077.320562,727.910676,supercritical
287.15,14.0,4000000.0,40.0,49.162946,0.020341,404.033235,2.759251,322.671146,1076.041099,727.792936,supercritical
289.15,16.0,4000000.0,40.0,48.784894,0.020498,406.184072,2.766716,324.191478,1074.803132,727.683811,supercritical
291.15,18.0,4000000.0,40.0,48.413192,0.020656,408.332474,2.77412,325.710365,1073.605147,727.583074,supercritical
293.15,20.0,4000000.0,40.0,48.047668,0.020813,410.478518,2.781466,327.22786,1072.44571,727.49051,supercritical
295.15,22.0,4000000.0,40.0,47.688156,0.02097,412.622281,2.788754,328.744011,1071.323456,727.405916,supercritical
297.15,24.0,4000000.0,40.0,47.334496,0.021126,414.763836,2.795985,330.258869,1070.23709,727.329099,supercritical
299.15,26.0,4000000.0,40.0,46.986535,0.021283,416.903253,2.803161,331.77248,1069.185381,727.259879,supercritical
301.15,28.0,4000000.0,40.0,46.644125,0.021439,419.0406,2.810282,333.28489,1068.167158,727.198084,supercritical
303.15,30.0,4000000.0,40.0,46.307122,0.021595,421.175943,2.817349,334.796143,1067.181306,727.143551,supercritical
305.15,32.0,4000000.0,40.0,45.975391,0.021751,423.309346,2.824364,336.30628,1066.226763,727.096125,supercritical
307.15,34.0,4000000.0,40.0,45.648799,0.021906,425.44087,2.831326,337.815344,1065.302518,727.055661,supercritical
309.15,36.0,4000000.0,40.0,45.327217,0.022062,427.570576,2.838237,339.323374,1064.407606,727.02202,supercritical
311.15,38.0,4000000.0,40.0,45.010522,0.022217,429.69852,2.845098,340.83041,1063.541109,726.995071,supercritical
313.15,40.0,4000000.0,40.0,44.698595,0.022372,431.824758,2.85191,342.336488,1062.702148,726.974688,supercritical
315.15,42.0,4000000.0,40.0,44.391322,0.022527,433.949346,2.858673,343.841644,1061.889885,726.960753,supercritical
317.15,44.0,4000000.0,40.0,44.088591,0.022682,436.072335,2.865388,345.345916,1061.103521,726.953153,supercritical
319.15,46.0,4000000.0,40.0,43.790295,0.022836,438.193777,2.872056,346.849335,1060.34229,726.951781,supercritical
321.15,48.0,4000000.0,40.0,43.496329,0.02299,440.313721,2.878678,348.351937,1059.60546,726.956535,supercritical
323.15,50.0,4000000.0,40.0,43.206595,0.023145,442.432215,2.885254,349.853754,1058.892333,726.967317,supercritical
325.15,52.0,4000000.0,40.0,42.920993,0.023299,444.549305,2.891785,351.354817,1058.202238,726.984035,supercritical
327.15,54.0,4000000.0,40.0,42.639431,0.023452,446.665038,2.898272,352.855157,1057.534534,727.0066,supercritical
329.15,56.0,4000000.0,40.0,42.361818,0.023606,448.779458,2.904716,354.354804,1056.888606,727.034928,supercritical
331.15,58.0,4000000.0,40.0,42.088064,0.02376,450.892607,2.911116,355.853786,1056.263867,727.068938,supercritical
333.15,60.0,4000000.0,40.0,41.818086,0.023913,453.004527,2.917475,357.352134,1055.65975,727.108553,supercritical
335.15,62.0,4000000.0,40.0,41.5518,0.024066,455.115259,2.923791,358.849874,1055.075715,727.153699,supercritical
337.15,64.0,4000000.0,40.0,41.289125,0.024219,457.224843,2.930067,360.347033,1054.511241,727.204305,supercritical
339.15,66.0,4000000.0,40.0,41.029984,0.024372,459.333317,2.936303,361.843638,1053.965829,727.260304,supercritical
341.15,68.0,4000000.0,40.0,40.774303,0.024525,461.440719,2.942498,363.339715,1053.439,727.321631,supercritical
343.15,70.0,4000000.0,40.0,40.522006,0.024678,463.547085,2.948654,364.835289,1052.930292,727.388223,supercritical
345.15,72.0,4000000.0,40.0,40.273024,0.024831,465.652452,2.954772,366.330384,1052.439262,727.46002,supercritical
347.15,74.0,4000000.0,40.0,40.027287,0.024983,467.756854,2.960851,367.825025,1051.965484,727.536963,supercritical
349.15,76.0,4000000.0,40.0,39.784729,0.025135,469.860325,2.966893,369.319235,1051.508547,727.618998,supercritical
351.15,78.0,4000000.0,40.0,39.545284,0.025287,471.962899,2.972898,370.813037,1051.068057,727.706071,supercritical
353.15,80.0,4000000.0,40.0,39.308889,0.02544,474.064608,2.978866,372.306454,1050.643632,727.798129,supercritical
355.15,82.0,4000000.0,40.0,39.075484,0.025591,476.165484,2.984798,373.799508,1050.234906,727.895122,supercritical
357.15,84.0,4000000.0,40.0,38.845007,0.025743,478.265558,2.990695,375.29222,1049.841525,727.997003,supercritical
359.15,86.0,4000000.0,40.0,38.617401,0.025895,480.36486,2.996557,376.784612,1049.463148,728.103722,supercritical
361.15,88.0,4000000.0,40.0,38.392611,0.026047,482.46342,3.002384,378.276705,1049.099446,728.215236,supercritical
363.15,90.0,4000000.0,40.0,38.17058,0.026198,484.561267,3.008176,379.768518,1048.750102,728.331499,supercritical
365.15,92.0,4000000.0,40.0,37.951255,0.02635,486.65843,3.013935,381.260072,1048.414808,728.452469,supercritical
367.15,94.0,4000000.0,40.0,37.734586,0.026501,488.754936,3.019661,382.751386,1048.093268,728.578103,supercritical
369.15,96.0,4000000.0,40.0,37.52052,0.026652,490.850812,3.025354,384.24248,1047.785195,728.70836,supercritical
371.15,98.0,4000000.0,40.0,37.309008,0.026803,492.946085,3.031015,385.733372,1047.490312,728.8432,supercritical
373.15,100.0,4000000.0,40.0,37.100004,0.026954,495.040782,3.036644,387.224082,1047.208352,728.982584,supercritical
375.15,102.0,4000000.0,40.0,36.89346,0.027105,497.134927,3.042241,388.714626,1046.939054,729.126474,supercritical
377.15,104.0,4000000.0,40.0,36.68933,0.027256,499.228546,3.047807,390.205023,1046.682167,729.274833,supercritical
379.15,106.0,4000000.0,40.0,36.487571,0.027407,501.321664,3.053342,391.695291,1046.437449,729.427622,supercritical
381.15,108.0,4000000.0,40.0,36.288138,0.027557,503.414304,3.058846,393.185447,1046.204662,729.584808,supercritical
383.15,110.0,4000000.0,40.0,36.090991,0.027708,505.50649,3.064321,394.675507,1045.983578,729.746353,supercritical
385.15,112.0,4000000.0,40.0,35.896088,0.027858,507.598246,3.069766,396.165489,1045.773976,729.912223,supercritical
387.15,114.0,4000000.0,40.0,35.703388,0.028009,509.689594,3.075182,397.655409,1045.57564,730.082383,supercritical
389.15,116.0,4000000.0,40.0,35.512854,0.028159,511.780556,3.080569,399.145282,1045.388361,730.2568,supercritical
391.15,118.0,4000000.0,40.0,35.324446,0.028309,513.871154,3.085928,400.635125,1045.211936,730.43544,supercritical
393.15,120.0,4000000.0,40.0,35.138128,0.028459,515.961411,3.091258,402.124954,1045.046168,730.618269,supercritical
395.15,122.0,4000000.0,40.0,34.953864,0.028609,518.051346,3.09656,403.614783,1044.890865,730.805256,supercritical
397.15,124.0,4000000.0,40.0,34.771617,0.028759,520.140981,3.101835,405.104628,1044.745842,730.996367,supercritical
399.15,126.0,4000000.0,40.0,34.591354,0.028909,522.230336,3.107083,406.594504,1044.610916,731.191571,supercritical
401.15,128.0,4000000.0,40.0,34.413041,0.029059,524.319431,3.112304,408.084426,1044.485911,731.390835,supercritical
403.15,130.0,4000000.0,40.0,34.236644,0.029208,526.408286,3.117498,409.574407,1044.370656,731.594128,supercritical
405.15,132.0,4000000.0,40.0,34.062133,0.029358,528.49692,3.122666,411.064461,1044.264982,731.801418,supercritical
407.15,134.0,4000000.0,40.0,33.889474,0.029508,530.585352,3.127808,412.554604,1044.168728,732.012675,supercritical
409.15,136.0,4000000.0,40.0,33.718638,0.029657,532.673601,3.132924,414.044849,1044.081734,732.227866,supercritical
411.15,138.0,4000000.0,40.0,33.549595,0.029807,534.761685,3.138015,415.535209,1044.003846,732.446962,supercritical
413.15,140.0,4000000.0,40.0,33.382315,0.029956,536.849623,3.143081,417.025698,1043.934911,732.66993,supercritical
415.15,142.0,4000000.0,40.0,33.21677,0.030105,538.937431,3.148123,418.516329,1043.874783,732.896741,supercritical
417.15,144.0,4000000.0,40.0,33.052931,0.030255,541.025128,3.153139,420.007115,1043.823317,733.127364,supercritical
419.15,146.0,4000000.0,40.0,32.890771,0.030404,543.11273,3.158132,421.498068,1043.780374,733.361768,supercritical
421.15,148.0,4000000.0,40.0,32.730264,0.030553,545.200255,3.1631,422.989202,1043.745814,733.599923,supercritical
423.15,150.0,4000000.0,40.0,32.571383,0.030702,547.287719,3.168045,424.480529,1043.719506,733.841799,supercritical
425.15,152.0,4000000.0,40.0,32.414102,0.030851,549.375138,3.172967,425.97206,1043.701315,734.087364,supercritical
427.15,154.0,4000000.0,40.0,32.258398,0.031,551.462529,3.177865,427.463809,1043.691116,734.336588,supercritical
429.15,156.0,4000000.0,40.0,32.104244,0.031149,553.549908,3.18274,428.955788,1043.688781,734.589442,supercritical
431.15,158.0,4000000.0,40.0,31.951617,0.031297,555.63729,3.187593,430.448007,1043.694188,734.845895,supercritical
433.15,160.0,4000000.0,40.0,31.800494,0.031446,557.72469,3.192423,431.940478,1043.707216,735.105916,supercritical
435.15,162.0,4000000.0,40.0,31.650851,0.031595,559.812123,3.197231,433.433214,1043.727748,735.369475,supercritical
437.15,164.0,4000000.0,40.0,31.502666,0.031743,561.899606,3.202017,434.926225,1043.755667,735.636541,supercritical
439.15,166.0,4000000.0,40.0,31.355917,0.031892,563.987151,3.206782,436.419523,1043.790861,735.907085,supercritical
441.15,168.0,4000000.0,40.0,31.210583,0.03204,566.074774,3.211525,437.913118,1043.833219,736.181076,supercritical
443.15,170.0,4000000.0,40.0,31.066642,0.032189,568.162489,3.216247,439.407021,1043.882631,736.458483,supercritical
445.15,172.0,4000000.0,40.0,30.924073,0.032337,570.250309,3.220947,440.901243,1043.938991,736.739277,supercritical
447.15,174.0,4000000.0,40.0,30.782857,0.032486,572.338249,3.225627,442.395795,1044.002194,737.023425,supercritical
449.15,176.0,4000000.0,40.0,30.642973,0.032634,574.426322,3.230287,443.890686,1044.072136,737.310898,supercritical
451.15,178.0,4000000.0,40.0,30.504402,0.032782,576.514542,3.234926,445.385928,1044.148718,737.601666,supercritical
453.15,180.0,4000000.0,40.0,30.367125,0.03293,578.602922,3.239544,446.881531,1044.23184,737.895697,supercritical
455.15,182.0,4000000.0,40.0,30.231124,0.033078,580.691474,3.244143,448.377503,1044.321403,738.192961,supercritical
457.15,184.0,4000000.0,40.0,30.096379,0.033227,582.780211,3.248722,449.873856,1044.417313,738.493428,supercritical
459.15,186.0,4000000.0,40.0,29.962873,0.033375,584.869147,3.253282,451.370599,1044.519476,738.797065,supercritical
461.15,188.0,4000000.0,40.0,29.830588,0.033523,586.958293,3.257822,452.867741,1044.627797,739.103844,supercritical
463.15,190.0,4000000.0,40.0,29.699507,0.033671,589.047662,3.262343,454.365292,1044.742187,739.413732,supercritical
465.15,192.0,4000000.0,40.0,29.569613,0.033819,591.137266,3.266845,455.863262,1044.862556,739.726699,supercritical
467.15,194.0,4000000.0,40.0,29.44089,0.033966,593.227117,3.271328,457.361659,1044.988816,740.042714,supercritical
469.15,196.0,4000000.0,40.0,29.313321,0.034114,595.317225,3.275793,458.860493,1045.120879,740.361746,supercritical
471.15,198.0,4000000.0,40.0,29.18689,0.034262,597.407604,3.280239,460.359772,1045.258661,740.683765,supercritical
473.15,200.0,4000000.0,40.0,29.061582,0.03441,599.498264,3.284667,461.859506,1045.402077,741.008738,supercritical
475.15,202.0,4000000.0,40.0,28.93738,0.034557,601.589216,3.289077,463.359703,1045.551044,741.336635,supercritical
477.15,204.0,4000000.0,40.0,28.814271,0.034705,603.680471,3.293469,464.860372,1045.705481,741.667424,supercritical
479.15,206.0,4000000.0,40.0,28.692239,0.034853,605.772041,3.297843,466.361521,1045.865307,742.001076,supercritical
481.15,208.0,4000000.0,40.0,28.57127,0.035,607.863936,3.3022,467.863159,1046.030443,742.337558,supercritical
483.15,210.0,4000000.0,40.0,28.451349,0.035148,609.956167,3.306539,469.365294,1046.200811,742.676839,supercritical
485.15,212.0,4000000.0,40.0,28.332463,0.035295,612.048743,3.310861,470.867934,1046.376333,743.018889,supercritical
487.15,214.0,4000000.0,40.0,28.214597,0.035443,614.141675,3.315167,472.371087,1046.556935,743.363675,supercritical
489.15,216.0,4000000.0,40.0,28.097738,0.03559,616.234974,3.319455,473.874761,1046.742541,743.711167,supercritical
491.15,218.0,4000000.0,40.0,27.981873,0.035737,618.328649,3.323726,475.378964,1046.933076,744.061334,supercritical
493.15,220.0,4000000.0,40.0,27.86699,0.035885,620.42271,3.327981,476.883703,1047.128469,744.414144,supercritical
495.15,222.0,4000000.0,40.0,27.753074,0.036032,622.517166,3.33222,478.388987,1047.328647,744.769566,supercritical
497.15,224.0,4000000.0,40.0,27.640114,0.036179,624.612027,3.336442,479.894822,1047.533539,745.127569,supercritical
499.15,226.0,4000000.0,40.0,27.528097,0.036327,626.707303,3.340648,481.401217,1047.743076,745.488121,supercritical
501.15,228.0,4000000.0,40.0,27.417011,0.036474,628.803003,3.344838,482.908178,1047.957187,745.851192,supercritical
503.15,230.0,4000000.0,40.0,27.306844,0.036621,630.899135,3.349013,484.415712,1048.175805,746.216749,supercritical
505.15,232.0,4000000.0,40.0,27.197585,0.036768,632.995709,3.353171,485.923827,1048.398863,746.584763,supercritical
507.15,234.0,4000000.0,40.0,27.089222,0.036915,635.092733,3.357314,487.43253,1048.626293,746.955202,supercritical
509.15,236.0,4000000.0,40.0,26.981743,0.037062,637.190217,3.361442,488.941827,1048.85803,747.328034,supercritical
511.15,238.0,4000000.0,40.0,26.875138,0.037209,639.288168,3.365554,490.451726,1049.09401,747.703229,supercritical
513.15,240.0,4000000.0,40.0,26.769396,0.037356,641.386596,3.369652,491.962232,1049.334167,748.080755,supercritical
515.15,242.0,4000000.0,40.0,26.664506,0.037503,643.485508,3.373734,493.473353,1049.578439,748.460582,supercritical
517.15,244.0,4000000.0,40.0,26.560457,0.03765,645.584912,3.377801,494.985095,1049.826762,748.842678,supercritical
519.15,246.0,4000000.0,40.0,26.457239,0.037797,647.684817,3.381854,496.497464,1050.079076,749.227013,supercritical
521.15,248.0,4000000.0,40.0,26.354843,0.037944,649.785231,3.385892,498.010467,1050.335318,749.613555,supercritical
523.15,250.0,4000000.0,40.0,26.253256,0.038091,651.886161,3.389916,499.52411,1050.595428,750.002275,supercritical
525.15,252.0,4000000.0,40.0,26.152471,0.038237,653.987615,3.393925,501.038399,1050.859348,750.39314,supercritical
527.15,254.0,4000000.0,40.0,26.052478,0.038384,656.089601,3.39792,502.55334,1051.127016,750.786121,supercritical
529.15,256.0,4000000.0,40.0,25.953266,0.038531,658.192126,3.401901,504.068939,1051.398376,751.181186,supercritical
531.15,258.0,4000000.0,40.0,25.854826,0.038677,660.295197,3.405868,505.585202,1051.673369,751.578306,supercritical
533.15,260.0,4000000.0,40.0,25.757149,0.038824,662.398822,3.409821,507.102134,1051.951939,751.977449,supercritical
535.15,262.0,4000000.0,40.0,25.660227,0.038971,664.503007,3.41376,508.619741,1052.234029,752.378585,supercritical
537.15,264.0,4000000.0,40.0,25.56405,0.039117,666.60776,3.417686,510.138029,1052.519582,752.781684,supercritical
539.15,266.0,4000000.0,40.0,25.468609,0.039264,668.713088,3.421598,511.657004,1052.808545,753.186716,supercritical
541.15,268.0,4000000.0,40.0,25.373896,0.039411,670.818997,3.425497,513.17667,1053.100862,753.593651,supercritical
543.15,270.0,4000000.0,40.0,25.279902,0.039557,672.925493,3.429382,514.697032,1053.39648,754.002457,supercritical
545.15,272.0,4000000.0,40.0,25.186619,0.039704,675.032585,3.433255,516.218097,1053.695344,754.413107,supercritical
547.15,274.0,4000000.0,40.0,25.094039,0.03985,677.140277,3.437114,517.73987,1053.997403,754.825569,supercritical
549.15,276.0,4000000.0,40.0,25.002153,0.039997,679.248576,3.44096,519.262354,1054.302604,755.239814,supercritical
551.15,278.0,4000000.0,40.0,24.910954,0.040143,681.357489,3.444793,520.785556,1054.610895,755.655812,supercritical
553.15,280.0,4000000.0,40.0,24.820433,0.040289,683.467022,3.448614,522.30948,1054.922226,756.073534,supercritical
555.15,282.0,4000000.0,40.0,24.730584,0.040436,685.57718,3.452422,523.834131,1055.236545,756.49295,supercritical
557.15,284.0,4000000.0,40.0,24.641397,0.040582,687.68797,3.456217,525.359514,1055.553803,756.914031,supercritical
559.15,286.0,4000000.0,40.0,24.552867,0.040728,689.799397,3.46,526.885633,1055.873951,757.336748,supercritical
561.15,288.0,4000000.0,40.0,24.464985,0.040875,691.911468,3.463771,528.412492,1056.196939,757.761072,supercritical
563.15,290.0,4000000.0,40.0,24.377744,0.041021,694.024187,3.467529,529.940098,1056.522719,758.186973,supercritical
565.15,292.0,4000000.0,40.0,24.291138,0.041167,696.13756,3.471275,531.468453,1056.851243,758.614424,supercritical
567.15,294.0,4000000.0,40.0,24.205158,0.041314,698.251594,3.475009,532.997562,1057.182464,759.043395,supercritical
569.15,296.0,4000000.0,40.0,24.119799,0.04146,700.366292,3.478731,534.527429,1057.516335,759.473859,supercritical
571.15,298.0,4000000.0,40.0,24.035052,0.041606,702.481661,3.482442,536.058059,1057.85281,759.905785,supercritical
573.15,300.0,4000000.0,40.0,23.950913,0.041752,704.597705,3.48614,537.589455,1058.191842,760.339148,supercritical
575.15,302.0,4000000.0,40.0,23.867373,0.041898,706.71443,3.489827,539.121622,1058.533387,760.773917,supercritical
577.15,304.0,4000000.0,40.0,23.784426,0.042044,708.83184,3.493502,540.654564,1058.877399,761.210066,supercritical
579.15,306.0,4000000.0,40.0,23.702066,0.04219,710.949941,3.497165,542.188284,1059.223835,761.647566,supercritical
581.15,308.0,4000000.0,40.0,23.620287,0.042336,713.068737,3.500818,543.722786,1059.572649,762.086391,supercritical
583.15,310.0,4000000.0,40.0,23.539082,0.042483,715.188233,3.504458,545.258074,1059.923799,762.526512,supercritical
585.15,312.0,4000000.0,40.0,23.458446,0.042629,717.308434,3.508088,546.794152,1060.277241,762.967902,supercritical
587.15,314.0,4000000.0,40.0,23.378371,0.042775,719.429344,3.511706,548.331023,1060.632934,763.410534,supercritical
589.15,316.0,4000000.0,40.0,23.298852,0.042921,721.550967,3.515314,549.868691,1060.990835,763.854382,supercritical
591.15,318.0,4000000.0,40.0,23.219884,0.043067,723.673308,3.51891,551.407158,1061.350901,764.299417,supercritical
593.15,320.0,4000000.0,40.0,23.14146,0.043212,725.796372,3.522495,552.94643,1061.713094,764.745614,supercritical
595.15,322.0,4000000.0,40.0,23.063574,0.043358,727.920162,3.52607,554.486508,1062.07737,765.192947,supercritical
597.15,324.0,4000000.0,40.0,22.986222,0.043504,730.044683,3.529633,556.027396,1062.44369,765.641388,supercritical
