T_K,T_C,P_Pa,P_bar,rho_kg_m3,v_m3_kg,h_kJ_kg,s_kJ_kgK,u_kJ_kg,cp_J_kgK,cv_J_kgK,phase
173.15,-100.0,25000000.0,250.0,564.247523,0.001772,189.386963,1.304314,145.080167,1834.566887,848.013823,supercritical
175.15,-98.0,25000000.0,250.0,556.531557,0.001797,193.05274,1.325364,148.131658,1831.116802,845.652466,supercritical
177.15,-96.0,25000000.0,250.0,548.881285,0.001822,196.711054,1.346132,151.163864,1827.101577,843.335558,supercritical
179.15,-94.0,25000000.0,250.0,541.302956,0.001847,200.360763,1.366619,154.175905,1822.511238,841.060698,supercritical
181.15,-92.0,25000000.0,250.0,533.802683,0.001873,204.000712,1.386825,157.166927,1817.341226,838.825796,supercritical
183.15,-90.0,25000000.0,250.0,526.386379,0.0019,207.629742,1.406748,160.136112,1811.592726,836.629073,supercritical
185.15,-88.0,25000000.0,250.0,519.059703,0.001927,211.246702,1.42639,163.082686,1805.272882,834.469039,supercritical
187.15,-86.0,25000000.0,250.0,511.828011,0.001954,214.850461,1.44575,166.005929,1798.394772,832.344488,supercritical
189.15,-84.0,25000000.0,250.0,504.696303,0.001981,218.439921,1.464827,168.905182,1790.977193,830.254471,supercritical
191.15,-82.0,25000000.0,250.0,497.669179,0.002009,222.014026,1.483624,171.779853,1783.044258,828.198275,supercritical
193.15,-80.0,25000000.0,250.0,490.750813,0.002038,225.571774,1.50214,174.629423,1774.624833,826.1754,supercritical
195.15,-78.0,25000000.0,250.0,483.944914,0.002066,229.112223,1.520376,177.453451,1765.751853,824.185532,supercritical
197.15,-76.0,25000000.0,250.0,477.254716,0.002095,232.634503,1.538333,180.251574,1756.46156,822.228512,supercritical
199.15,-74.0,25000000.0,250.0,470.682967,0.002125,236.137817,1.556013,183.023509,1746.792693,820.304309,supercritical
201.15,-72.0,25000000.0,250.0,464.231922,0.002154,239.621448,1.573418,185.769055,1736.785687,818.412997,supercritical
203.15,-70.0,25000000.0,250.0,457.903358,0.002184,243.084762,1.590551,188.488089,1726.481897,816.55472,supercritical
205.15,-68.0,25000000.0,250.0,451.69858,0.002214,246.527206,1.607414,191.180563,1715.922888,814.729678,supercritical
207.15,-66.0,25000000.0,250.0,445.618443,0.002244,249.948311,1.624009,193.846504,1705.149793,812.938093,supercritical
209.15,-64.0,25000000.0,250.0,439.663374,0.002274,253.347689,1.640341,196.486005,1694.202772,811.180201,supercritical
211.15,-62.0,25000000.0,250.0,433.833401,0.002305,256.725032,1.656412,199.099224,1683.120551,809.456225,supercritical
