T_K,T_C,P_Pa,P_bar,rho_kg_m3,v_m3_kg,h_kJ_kg,s_kJ_kgK,u_kJ_kg,cp_J_kgK,cv_J_kgK,phase
363.15,90.0,10000.0,0.1,0.09593,10.424258,490.091353,4.744397,385.848772,1009.385802,722.25168,supercritical_gas
363.15,90.0,20000.0,0.2,0.191859,5.212164,490.076614,4.545387,385.83334,1009.48636,722.267249,supercritical_gas
363.15,90.0,30000.0,0.3,0.287786,3.474799,490.06188,4.428957,385.817908,1009.586908,722.282818,supercritical_gas
363.15,90.0,40000.0,0.4,0.383713,2.606117,490.04715,4.346335,385.802478,1009.687448,722.298384,supercritical_gas
363.15,90.0,50000.0,0.5,0.479638,2.084908,490.032426,4.28224,385.787048,1009.787978,722.31395,supercritical_gas
363.15,90.0,60000.0,0.6,0.575561,1.737435,490.017706,4.229862,385.771619,1009.8885,722.329514,supercritical_gas
363.15,90.0,70000.0,0.7,0.671483,1.48924,490.00299,4.185571,385.756191,1009.989012,722.345077,supercritical_gas
363.15,90.0,80000.0,0.8,0.767404,1.303094,489.98828,4.147198,385.740764,1010.089516,722.360639,supercritical_gas
363.15,90.0,90000.0,0.9,0.863324,1.158314,489.973574,4.113346,385.725337,1010.19001,722.376199,supercritical_gas
363.15,90.0,100000.0,1.0,0.959242,1.04249,489.958873,4.08306,385.709912,1010.290496,722.391758,supercritical_gas
363.15,90.0,110000.0,1.1,1.055159,0.947724,489.944176,4.055659,385.694487,1010.390972,722.407315,supercritical_gas
363.15,90.0,120000.0,1.2,1.151074,0.868754,489.929484,4.03064,385.679064,1010.49144,722.422871,supercritical_gas
363.15,90.0,130000.0,1.3,1.246989,0.801932,489.914797,4.007621,385.663641,1010.591898,722.438426,supercritical_gas
363.15,90.0,140000.0,1.4,1.342901,0.744656,489.900115,3.986306,385.648219,1010.692348,722.453979,supercritical_gas
363.15,90.0,150000.0,1.5,1.438813,0.695018,489.885437,3.96646,385.632798,1010.792788,722.469531,supercritical_gas
363.15,90.0,160000.0,1.6,1.534722,0.651584,489.870764,3.947892,385.617378,1010.89322,722.485082,supercritical_gas
363.15,90.0,170000.0,1.7,1.630631,0.61326,489.856095,3.930447,385.601959,1010.993642,722.500631,supercritical_gas
363.15,90.0,180000.0,1.8,1.726538,0.579194,489.841432,3.913997,385.586541,1011.094056,722.516179,supercritical_gas
363.15,90.0,190000.0,1.9,1.822443,0.548714,489.826772,3.898435,385.571124,1011.19446,722.531726,supercritical_gas
363.15,90.0,200000.0,2.0,1.918347,0.521282,489.812118,3.883669,385.555707,1011.294856,722.547271,supercritical_gas
363.15,90.0,210000.0,2.1,2.01425,0.496463,489.797468,3.869621,385.540292,1011.395242,722.562814,supercritical_gas
363.15,90.0,220000.0,2.2,2.110151,0.4739,489.782823,3.856226,385.524877,1011.49562,722.578357,supercritical_gas
363.15,90.0,230000.0,2.3,2.206051,0.453299,489.768183,3.843423,385.509463,1011.595988,722.593898,supercritical_gas
363.15,90.0,240000.0,2.4,2.301949,0.434415,489.753547,3.831164,385.49405,1011.696348,722.609437,supercritical_gas
363.15,90.0,250000.0,2.5,2.397845,0.417041,489.738915,3.819404,385.478638,1011.796698,722.624976,supercritical_gas
363.15,90.0,260000.0,2.6,2.49374,0.401004,489.724289,3.808104,385.463227,1011.897039,722.640512,supercritical_gas
363.15,90.0,270000.0,2.7,2.589634,0.386155,489.709667,3.797228,385.447817,1011.997372,722.656048,supercritical_gas
363.15,90.0,280000.0,2.8,2.685526,0.372367,489.69505,3.786746,385.432408,1012.097695,722.671582,supercritical_gas
363.15,90.0,290000.0,2.9,2.781416,0.359529,489.680437,3.776631,385.417,1012.19801,722.687114,supercritical_gas
363.15,90.0,300000.0,3.0,2.877305,0.347547,489.665829,3.766857,385.401592,1012.298315,722.702645,supercritical_gas
363.15,90.0,310000.0,3.1,2.973192,0.336339,489.651226,3.757403,385.386186,1012.398611,722.718175,supercritical_gas
363.15,90.0,320000.0,3.2,3.069078,0.325831,489.636627,3.748247,385.37078,1012.498899,722.733704,supercritical_gas
363.15,90.0,330000.0,3.3,3.164962,0.31596,489.622033,3.739372,385.355375,1012.599177,722.749231,supercritical_gas
363.15,90.0,340000.0,3.4,3.260844,0.306669,489.607443,3.73076,385.339971,1012.699446,722.764756,supercritical_gas
363.15,90.0,350000.0,3.5,3.356725,0.297909,489.592858,3.722397,385.324568,1012.799706,722.78028,supercritical_gas
363.15,90.0,360000.0,3.6,3.452604,0.289636,489.578278,3.714269,385.309166,1012.899958,722.795803,supercritical_gas
363.15,90.0,370000.0,3.7,3.548482,0.281811,489.563703,3.706362,385.293765,1013.0002,722.811324,supercritical_gas
363.15,90.0,380000.0,3.8,3.644358,0.274397,489.549132,3.698664,385.278365,1013.100433,722.826844,supercritical_gas
363.15,90.0,390000.0,3.9,3.740232,0.267363,489.534565,3.691166,385.262966,1013.200657,722.842362,supercritical_gas
363.15,90.0,400000.0,4.0,3.836105,0.260681,489.520003,3.683856,385.247567,1013.300872,722.857879,supercritical_gas
363.15,90.0,410000.0,4.1,3.931976,0.254325,489.505446,3.676726,385.23217,1013.401078,722.873395,supercritical_gas
363.15,90.0,420000.0,4.2,4.027845,0.248272,489.490894,3.669767,385.216773,1013.501275,722.888909,supercritical_gas
363.15,90.0,430000.0,4.3,4.123713,0.2425,489.476346,3.66297,385.201378,1013.601463,722.904421,supercritical_gas
363.15,90.0,440000.0,4.4,4.219578,0.23699,489.461802,3.656329,385.185983,1013.701642,722.919933,supercritical_gas
363.15,90.0,450000.0,4.5,4.315443,0.231726,489.447263,3.649836,385.170589,1013.801812,722.935442,supercritical_gas
363.15,90.0,460000.0,4.6,4.411305,0.22669,489.432729,3.643485,385.155196,1013.901973,722.950951,supercritical_gas
363.15,90.0,470000.0,4.7,4.507166,0.221869,489.418199,3.637269,385.139804,1014.002125,722.966457,supercritical_gas
363.15,90.0,480000.0,4.8,4.603025,0.217248,489.403674,3.631184,385.124413,1014.102268,722.981963,supercritical_gas
363.15,90.0,490000.0,4.9,4.698882,0.212817,489.389154,3.625223,385.109023,1014.202402,722.997467,supercritical_gas
363.15,90.0,500000.0,5.0,4.794737,0.208562,489.374638,3.619381,385.093634,1014.302527,723.012969,supercritical_gas
363.15,90.0,510000.0,5.1,4.890591,0.204474,489.360127,3.613655,385.078245,1014.402642,723.02847,supercritical_gas
363.15,90.0,520000.0,5.2,4.986443,0.200544,489.34562,3.608039,385.062858,1014.502749,723.04397,supercritical_gas
363.15,90.0,530000.0,5.3,5.082293,0.196762,489.331118,3.602529,385.047471,1014.602847,723.059468,supercritical_gas
363.15,90.0,540000.0,5.4,5.178141,0.19312,489.31662,3.597121,385.032086,1014.702935,723.074964,supercritical_gas
363.15,90.0,550000.0,5.5,5.273987,0.18961,489.302127,3.591812,385.016701,1014.803015,723.090459,supercritical_gas
363.15,90.0,560000.0,5.6,5.369832,0.186226,489.287639,3.586598,385.001317,1014.903085,723.105953,supercritical_gas
363.15,90.0,570000.0,5.7,5.465674,0.18296,489.273155,3.581475,384.985935,1015.003146,723.121445,supercritical_gas
363.15,90.0,580000.0,5.8,5.561515,0.179807,489.258676,3.576441,384.970553,1015.103199,723.136936,supercritical_gas
363.15,90.0,590000.0,5.9,5.657354,0.176761,489.244201,3.571492,384.955172,1015.203242,723.152425,supercritical_gas
363.15,90.0,600000.0,6.0,5.753192,0.173817,489.229731,3.566625,384.939792,1015.303276,723.167912,supercritical_gas
363.15,90.0,610000.0,6.1,5.849027,0.170969,489.215265,3.561839,384.924412,1015.403301,723.183399,supercritical_gas
363.15,90.0,620000.0,6.2,5.94486,0.168213,489.200804,3.557129,384.909034,1015.503317,723.198883,supercritical_gas
363.15,90.0,630000.0,6.3,6.040692,0.165544,489.186348,3.552494,384.893657,1015.603324,723.214366,supercritical_gas
363.15,90.0,640000.0,6.4,6.136521,0.162959,489.171896,3.547932,384.878281,1015.703322,723.229848,supercritical_gas
363.15,90.0,650000.0,6.5,6.232349,0.160453,489.157448,3.543439,384.862905,1015.803311,723.245328,supercritical_gas
363.15,90.0,660000.0,6.6,6.328175,0.158023,489.143006,3.539015,384.847531,1015.903291,723.260807,supercritical_gas
363.15,90.0,670000.0,6.7,6.423999,0.155666,489.128567,3.534656,384.832157,1016.003261,723.276284,supercritical_gas
363.15,90.0,680000.0,6.8,6.519821,0.153378,489.114134,3.530361,384.816785,1016.103223,723.29176,supercritical_gas
363.15,90.0,690000.0,6.9,6.61564,0.151157,489.099704,3.526129,384.801413,1016.203176,723.307234,supercritical_gas
363.15,90.0,700000.0,7.0,6.711458,0.148999,489.08528,3.521956,384.786042,1016.303119,723.322706,supercritical_gas
