T_K,T_C,P_Pa,P_bar,rho_kg_m3,v_m3_kg,h_kJ_kg,s_kJ_kgK,u_kJ_kg,cp_J_kgK,cv_J_kgK,phase
400.0,126.85,10000.0,0.1,0.087092,11.482174,527.358069,4.842136,412.536332,1013.410759,726.29405,supercritical_gas
400.0,126.85,60000.0,0.6,0.522501,1.91387,527.300982,4.327644,412.468762,1013.812353,726.357888,supercritical_gas
400.0,126.85,110000.0,1.1,0.957831,1.044025,527.244003,4.153484,412.401217,1014.213655,726.421695,supercritical_gas
400.0,126.85,160000.0,1.6,1.39308,0.717834,527.187131,4.04576,412.333698,1014.614665,726.485471,supercritical_gas
400.0,126.85,210000.0,2.1,1.828247,0.546972,527.130366,3.967534,412.266205,1015.015383,726.549214,supercritical_gas
400.0,126.85,260000.0,2.6,2.26333,0.441827,527.073707,3.906059,412.198738,1015.415811,726.612925,supercritical_gas
400.0,126.85,310000.0,3.1,2.69833,0.3706,527.017155,3.855402,412.131296,1015.815948,726.676604,supercritical_gas
400.0,126.85,360000.0,3.6,3.133246,0.319158,526.960708,3.812311,412.063879,1016.215795,726.74025,supercritical_gas
400.0,126.85,410000.0,4.1,3.568076,0.280263,526.904367,3.774812,411.996489,1016.615353,726.803864,supercritical_gas
400.0,126.85,460000.0,4.6,4.002819,0.249824,526.848132,3.741614,411.929124,1017.014621,726.867445,supercritical_gas
400.0,126.85,510000.0,5.1,4.437475,0.225353,526.792001,3.711827,411.861785,1017.413601,726.930992,supercritical_gas
400.0,126.85,560000.0,5.6,4.872043,0.205253,526.735976,3.684814,411.794473,1017.812293,726.994507,supercritical_gas
400.0,126.85,610000.0,6.1,5.306523,0.188447,526.680054,3.660097,411.727186,1018.210698,727.057988,supercritical_gas
400.0,126.85,660000.0,6.6,5.740912,0.174188,526.624237,3.637317,411.659925,1018.608815,727.121435,supercritical_gas
400.0,126.85,710000.0,7.1,6.175211,0.161938,526.568523,3.616188,411.59269,1019.006645,727.184849,supercritical_gas
400.0,126.85,760000.0,7.6,6.609418,0.151299,526.512913,3.596487,411.525481,1019.404188,727.248228,supercritical_gas
400.0,126.85,810000.0,8.1,7.043533,0.141974,526.457407,3.578031,411.458298,1019.801445,727.311574,supercritical_gas
400.0,126.85,860000.0,8.6,7.477555,0.133734,526.402003,3.560671,411.391141,1020.198417,727.374885,supercritical_gas
400.0,126.85,910000.0,9.1,7.911482,0.126399,526.346701,3.544283,411.324011,1020.595102,727.438162,supercritical_gas
400.0,126.85,960000.0,9.6,8.345316,0.119828,526.291502,3.528763,411.256906,1020.991502,727.501404,supercritical_gas
400.0,126.85,1010000.0,10.1,8.779053,0.113908,526.236406,3.514023,411.189828,1021.387618,727.564611,supercritical_gas
400.0,126.85,1060000.0,10.6,9.212694,0.108546,526.18141,3.499988,411.122776,1021.783448,727.627783,supercritical_gas
400.0,126.85,1110000.0,11.1,9.646238,0.103667,526.126517,3.486592,411.055751,1022.178993,727.690921,supercritical_gas
400.0,126.85,1160000.0,11.6,10.079684,0.099209,526.071725,3.473779,410.988752,1022.574254,727.754023,supercritical_gas
400.0,126.85,1210000.0,12.1,10.513031,0.09512,526.017033,3.461501,410.921779,1022.969231,727.817089,supercritical_gas
400.0,126.85,1260000.0,12.6,10.946279,0.091355,525.962443,3.449713,410.854833,1023.363924,727.88012,supercritical_gas
400.0,126.85,1310000.0,13.1,11.379426,0.087878,525.907952,3.438377,410.787913,1023.758332,727.943116,supercritical_gas
400.0,126.85,1360000.0,13.6,11.812473,0.084656,525.853562,3.42746,410.72102,1024.152457,728.006075,supercritical_gas
400.0,126.85,1410000.0,14.1,12.245417,0.081663,525.799272,3.416932,410.654153,1024.546298,728.068998,supercritical_gas
400.0,126.85,1460000.0,14.6,12.678259,0.078875,525.745082,3.406765,410.587313,1024.939856,728.131886,supercritical_gas
400.0,126.85,1510000.0,15.1,13.110997,0.076272,525.690991,3.396935,410.5205,1025.33313,728.194736,supercritical_gas
400.0,126.85,1560000.0,15.6,13.543632,0.073835,525.636999,3.38742,410.453713,1025.726121,728.257551,supercritical_gas
400.0,126.85,1610000.0,16.1,13.976161,0.07155,525.583106,3.3782,410.386953,1026.118828,728.320328,supercritical_gas
400.0,126.85,1660000.0,16.6,14.408585,0.069403,525.529312,3.369257,410.32022,1026.511252,728.383069,supercritical_gas
400.0,126.85,1710000.0,17.1,14.840903,0.067381,525.475616,3.360575,410.253514,1026.903392,728.445773,supercritical_gas
400.0,126.85,1760000.0,17.6,15.273113,0.065475,525.422018,3.352139,410.186834,1027.295249,728.50844,supercritical_gas
400.0,126.85,1810000.0,18.1,15.705216,0.063673,525.368519,3.343934,410.120181,1027.686823,728.571069,supercritical_gas
400.0,126.85,1860000.0,18.6,16.13721,0.061969,525.315117,3.335949,410.053556,1028.078113,728.633661,supercritical_gas
400.0,126.85,1910000.0,19.1,16.569095,0.060353,525.261812,3.328172,409.986957,1028.469119,728.696216,supercritical_gas
400.0,126.85,1960000.0,19.6,17.00087,0.058821,525.208605,3.320591,409.920385,1028.859842,728.758733,supercritical_gas
400.0,126.85,2010000.0,20.1,17.432534,0.057364,525.155495,3.313197,409.85384,1029.250282,728.821212,supercritical_gas
400.0,126.85,2060000.0,20.6,17.864087,0.055978,525.102482,3.305982,409.787322,1029.640437,728.883653,supercritical_gas
400.0,126.85,2110000.0,21.1,18.295527,0.054658,525.049565,3.298935,409.720831,1030.030309,728.946056,supercritical_gas
400.0,126.85,2160000.0,21.6,18.726855,0.053399,524.996744,3.29205,409.654368,1030.419897,729.008421,supercritical_gas
400.0,126.85,2210000.0,22.1,19.15807,0.052197,524.94402,3.285319,409.587932,1030.809201,729.070748,supercritical_gas
400.0,126.85,2260000.0,22.6,19.58917,0.051049,524.891392,3.278735,409.521522,1031.19822,729.133036,supercritical_gas
400.0,126.85,2310000.0,23.1,20.020156,0.04995,524.838859,3.272292,409.45514,1031.586955,729.195286,supercritical_gas
400.0,126.85,2360000.0,23.6,20.451025,0.048897,524.786422,3.265984,409.388786,1031.975404,729.257497,supercritical_gas
400.0,126.85,2410000.0,24.1,20.881779,0.047889,524.734081,3.259804,409.322458,1032.36357,729.319668,supercritical_gas
400.0,126.85,2460000.0,24.6,21.312416,0.046921,524.681834,3.253748,409.256158,1032.751449,729.381801,supercritical_gas
400.0,126.85,2510000.0,25.1,21.742935,0.045992,524.629682,3.247811,409.189886,1033.139044,729.443895,supercritical_gas
400.0,126.85,2560000.0,25.6,22.173336,0.045099,524.577626,3.241988,409.123641,1033.526352,729.50595,supercritical_gas
400.0,126.85,2610000.0,26.1,22.603618,0.044241,524.525663,3.236275,409.057423,1033.913375,729.567965,supercritical_gas
400.0,126.85,2660000.0,26.6,23.033781,0.043414,524.473795,3.230667,408.991233,1034.300112,729.629941,supercritical_gas
400.0,126.85,2710000.0,27.1,23.463823,0.042619,524.422021,3.225161,408.92507,1034.686562,729.691877,supercritical_gas
400.0,126.85,2760000.0,27.6,23.893744,0.041852,524.370341,3.219753,408.858935,1035.072725,729.753773,supercritical_gas
400.0,126.85,2810000.0,28.1,24.323544,0.041112,524.318755,3.214439,408.792828,1035.458601,729.81563,supercritical_gas
400.0,126.85,2860000.0,28.6,24.753222,0.040399,524.267262,3.209216,408.726748,1035.844189,729.877446,supercritical_gas
400.0,126.85,2910000.0,29.1,25.182777,0.03971,524.215863,3.204081,408.660696,1036.229489,729.939222,supercritical_gas
