T_K,T_C,P_Pa,P_bar,rho_kg_m3,v_m3_kg,h_kJ_kg,s_kJ_kgK,u_kJ_kg,cp_J_kgK,cv_J_kgK,phase
1223.15,950.0,10000.0,0.1,0.028481,35.11136,1431.370863,6.051671,1080.257266,1177.778566,890.725924,supercritical_gas
1223.15,950.0,20000.0,0.2,0.05696,17.556153,1431.37817,5.852702,1080.255116,1177.78426,890.728103,supercritical_gas
1223.15,950.0,30000.0,0.3,0.085438,11.704417,1431.385478,5.736312,1080.252966,1177.789954,890.730282,supercritical_gas
1223.15,950.0,40000.0,0.4,0.113914,8.778549,1431.392786,5.653731,1080.250816,1177.795646,890.732461,supercritical_gas
1223.15,950.0,50000.0,0.5,0.142389,7.023029,1431.400095,5.589676,1080.248667,1177.801337,890.73464,supercritical_gas
1223.15,950.0,60000.0,0.6,0.170862,5.852681,1431.407405,5.537339,1080.246517,1177.807027,890.736818,supercritical_gas
1223.15,950.0,70000.0,0.7,0.199333,5.016719,1431.414715,5.493088,1080.244368,1177.812717,890.738997,supercritical_gas
1223.15,950.0,80000.0,0.8,0.227804,4.389748,1431.422026,5.454757,1080.242219,1177.818405,890.741175,supercritical_gas
1223.15,950.0,90000.0,0.9,0.256272,3.902103,1431.429337,5.420945,1080.240069,1177.824093,890.743353,supercritical_gas
1223.15,950.0,100000.0,1.0,0.284739,3.511987,1431.436649,5.3907,1080.23792,1177.829779,890.745531,supercritical_gas
1223.15,950.0,110000.0,1.1,0.313205,3.192802,1431.443961,5.363339,1080.235772,1177.835465,890.747709,supercritical_gas
1223.15,950.0,120000.0,1.2,0.341668,2.926814,1431.451274,5.338361,1080.233623,1177.84115,890.749887,supercritical_gas
1223.15,950.0,130000.0,1.3,0.370131,2.701747,1431.458587,5.315383,1080.231474,1177.846834,890.752065,supercritical_gas
1223.15,950.0,140000.0,1.4,0.398592,2.508833,1431.465901,5.294109,1080.229326,1177.852517,890.754242,supercritical_gas
1223.15,950.0,150000.0,1.5,0.427051,2.34164,1431.473216,5.274303,1080.227178,1177.858199,890.75642,supercritical_gas
1223.15,950.0,160000.0,1.6,0.455509,2.195347,1431.480531,5.255775,1080.22503,1177.86388,890.758597,supercritical_gas
1223.15,950.0,170000.0,1.7,0.483965,2.066265,1431.487847,5.238371,1080.222882,1177.86956,890.760774,supercritical_gas
1223.15,950.0,180000.0,1.8,0.51242,1.951525,1431.495163,5.221962,1080.220734,1177.87524,890.762951,supercritical_gas
1223.15,950.0,190000.0,1.9,0.540873,1.848863,1431.50248,5.206441,1080.218586,1177.880918,890.765128,supercritical_gas
1223.15,950.0,200000.0,2.0,0.569325,1.756467,1431.509797,5.191715,1080.216439,1177.886596,890.767305,supercritical_gas
1223.15,950.0,210000.0,2.1,0.597775,1.672871,1431.517115,5.177708,1080.214291,1177.892272,890.769481,supercritical_gas
1223.15,950.0,220000.0,2.2,0.626223,1.596874,1431.524433,5.164353,1080.212144,1177.897948,890.771658,supercritical_gas
1223.15,950.0,230000.0,2.3,0.654671,1.527486,1431.531752,5.151591,1080.209997,1177.903623,890.773834,supercritical_gas
1223.15,950.0,240000.0,2.4,0.683116,1.46388,1431.539072,5.139373,1080.20785,1177.909297,890.77601,supercritical_gas
1223.15,950.0,250000.0,2.5,0.71156,1.405363,1431.546392,5.127653,1080.205703,1177.914969,890.778186,supercritical_gas
1223.15,950.0,260000.0,2.6,0.740003,1.351347,1431.553713,5.116393,1080.203557,1177.920642,890.780362,supercritical_gas
1223.15,950.0,270000.0,2.7,0.768443,1.301332,1431.561034,5.105558,1080.20141,1177.926313,890.782538,supercritical_gas
1223.15,950.0,280000.0,2.8,0.796883,1.25489,1431.568356,5.095117,1080.199264,1177.931983,890.784714,supercritical_gas
1223.15,950.0,290000.0,2.9,0.825321,1.21165,1431.575678,5.085042,1080.197117,1177.937652,890.786889,supercritical_gas
1223.15,950.0,300000.0,3.0,0.853757,1.171293,1431.583001,5.075309,1080.194971,1177.943321,890.789065,supercritical_gas
1223.15,950.0,310000.0,3.1,0.882192,1.13354,1431.590324,5.065895,1080.192825,1177.948988,890.79124,supercritical_gas
1223.15,950.0,320000.0,3.2,0.910625,1.098147,1431.597648,5.05678,1080.19068,1177.954655,890.793415,supercritical_gas
1223.15,950.0,330000.0,3.3,0.939057,1.064898,1431.604973,5.047945,1080.188534,1177.96032,890.79559,supercritical_gas
1223.15,950.0,340000.0,3.4,0.967487,1.033606,1431.612298,5.039374,1080.186388,1177.965985,890.797765,supercritical_gas
1223.15,950.0,350000.0,3.5,0.995916,1.004101,1431.619623,5.031052,1080.184243,1177.971649,890.79994,supercritical_gas
1223.15,950.0,360000.0,3.6,1.024343,0.976236,1431.62695,5.022963,1080.182098,1177.977312,890.802115,supercritical_gas
1223.15,950.0,370000.0,3.7,1.052768,0.949877,1431.634276,5.015097,1080.179953,1177.982974,890.804289,supercritical_gas
