T_K,T_C,P_Pa,P_bar,rho_kg_m3,v_m3_kg,h_kJ_kg,s_kJ_kgK,u_kJ_kg,cp_J_kgK,cv_J_kgK,phase
65.679647,-207.470353,10000.0,0.1,0.651692,1.534466,150.0,2.383268,134.655337,1024.642384,725.436214,twophase
73.014278,-200.135722,35000.0,0.35,2.175699,0.459622,150.0,2.099568,133.913213,1059.315328,739.902507,twophase
76.807583,-196.342417,60000.0,0.6,3.670305,0.272457,150.0,1.983426,133.652586,1088.668722,751.476038,twophase
79.514827,-193.635173,85000.0,0.85,5.157902,0.193877,150.0,1.91072,133.520431,1116.137471,761.875474,twophase
81.665983,-191.484017,110000.0,1.1,6.645693,0.150473,150.0,1.85824,133.447926,1142.719325,771.58614,twophase
83.472554,-189.677446,135000.0,1.35,8.137147,0.122893,150.0,1.817443,133.409418,1168.882127,780.828594,twophase
85.042093,-188.107907,160000.0,1.6,9.634248,0.103796,150.0,1.784236,133.392581,1194.897313,789.725671,twophase
86.437352,-186.712648,185000.0,1.85,11.138256,0.089781,150.0,1.756347,133.390578,1220.944652,798.354442,twophase
87.698391,-185.451609,210000.0,2.1,12.650024,0.079051,150.0,1.732384,133.39924,1247.155007,806.767277,twophase
88.852465,-184.297535,235000.0,2.35,14.170161,0.070571,150.0,1.711433,133.415855,1273.63082,815.001849,twophase
89.919027,-183.230973,260000.0,2.6,15.699121,0.063698,150.0,1.692864,133.438563,1300.457075,823.086449,twophase
90.912482,-182.237518,285000.0,2.85,17.237251,0.058014,150.0,1.676223,133.466041,1327.707679,831.043046,twophase
91.843825,-181.306175,310000.0,3.1,18.784824,0.053234,150.0,1.661173,133.497317,1355.449427,838.889159,twophase
92.721648,-180.428352,335000.0,3.35,20.342062,0.049159,150.0,1.647458,133.53166,1383.744613,846.639064,twophase
93.552809,-179.597191,360000.0,3.6,21.909146,0.045643,150.0,1.634877,133.568506,1412.652837,854.304602,twophase
94.342873,-178.807127,385000.0,3.85,23.486229,0.042578,150.0,1.623272,133.607415,1442.232318,861.89574,twophase
95.096426,-178.053574,410000.0,4.1,25.073443,0.039883,150.0,1.612515,133.648037,1472.540887,869.420976,twophase
95.817294,-177.332706,435000.0,4.35,26.670901,0.037494,150.0,1.6025,133.69009,1503.63678,876.887624,twophase
96.508704,-176.641296,460000.0,4.6,28.278703,0.035362,150.0,1.59314,133.733342,1535.579292,884.302041,twophase
97.173408,-175.976592,485000.0,4.85,29.896941,0.033448,150.0,1.584364,133.777604,1568.429347,891.669787,twophase
97.813774,-175.336226,510000.0,5.1,31.525695,0.03172,150.0,1.576109,133.82272,1602.25001,898.995758,twophase
98.43185,-174.71815,535000.0,5.35,33.165043,0.030152,150.0,1.568322,133.868557,1637.106969,906.284289,twophase
99.029428,-174.120572,560000.0,5.6,34.815053,0.028723,150.0,1.56096,133.915003,1673.068998,913.539227,twophase
99.608078,-173.541922,585000.0,5.85,36.475792,0.027415,150.0,1.553982,133.961966,1710.208421,920.764003,twophase
100.169192,-172.980808,610000.0,6.1,38.147323,0.026214,150.0,1.547355,134.009363,1748.601583,927.961682,twophase
100.714003,-172.435997,635000.0,6.35,39.829706,0.025107,150.0,1.541049,134.057125,1788.32934,935.135004,twophase
101.243614,-171.906386,660000.0,6.6,41.522999,0.024083,150.0,1.535038,134.105194,1829.477574,942.286422,twophase
101.759013,-171.390987,685000.0,6.85,43.227258,0.023134,150.0,1.529299,134.153517,1872.137747,949.418129,twophase
102.261091,-170.888909,710000.0,7.1,44.942539,0.022251,150.0,1.52381,134.20205,1916.407491,956.532086,twophase
102.750653,-170.399347,735000.0,7.35,46.668896,0.021428,150.0,1.518554,134.250752,1962.391258,963.630039,twophase
103.228429,-169.921571,760000.0,7.6,48.406383,0.020658,150.0,1.513515,134.299591,2010.201025,970.713539,twophase
103.695084,-169.454916,785000.0,7.85,50.155051,0.019938,150.0,1.508676,134.348536,2059.95707,977.783955,twophase
