T_K,T_C,P_Pa,P_bar,rho_kg_m3,v_m3_kg,h_kJ_kg,s_kJ_kgK,u_kJ_kg,cp_J_kgK,cv_J_kgK,phase
1694.816072,1421.666072,10000.0,0.1,0.020555,48.650541,2000.0,6.444414,1513.494593,1228.612515,941.562376,supercritical_gas
1694.797604,1421.647604,35000.0,0.35,0.071939,13.900713,2000.0,6.084795,1513.47506,1228.617007,941.564337,supercritical_gas
1694.779136,1421.629136,60000.0,0.6,0.123319,8.109075,2000.0,5.930062,1513.455525,1228.621496,941.566297,supercritical_gas
1694.760666,1421.610666,85000.0,0.85,0.174694,5.724282,2000.0,5.830066,1513.43599,1228.625984,941.568257,supercritical_gas
1694.742195,1421.592195,110000.0,1.1,0.226066,4.423487,2000.0,5.756041,1513.416453,1228.63047,941.570216,supercritical_gas
1694.723722,1421.573722,135000.0,1.35,0.277434,3.604467,2000.0,5.697241,1513.396915,1228.634954,941.572176,supercritical_gas
1694.705248,1421.555248,160000.0,1.6,0.328797,3.041391,2000.0,5.648457,1513.377376,1228.639437,941.574134,supercritical_gas
1694.686773,1421.536773,185000.0,1.85,0.380156,2.630498,2000.0,5.606768,1513.357836,1228.643917,941.576092,supercritical_gas
1694.668296,1421.518296,210000.0,2.1,0.431511,2.317437,2000.0,5.570369,1513.338295,1228.648396,941.57805,supercritical_gas
1694.649818,1421.499818,235000.0,2.35,0.482862,2.070984,2000.0,5.538068,1513.318753,1228.652874,941.580008,supercritical_gas
1694.631338,1421.481338,260000.0,2.6,0.534209,1.871926,2000.0,5.509033,1513.299209,1228.657349,941.581965,supercritical_gas
1694.612858,1421.462858,285000.0,2.85,0.585552,1.707791,2000.0,5.482666,1513.279665,1228.661823,941.583921,supercritical_gas
1694.594376,1421.444376,310000.0,3.1,0.63689,1.570129,2000.0,5.458515,1513.260119,1228.666295,941.585877,supercritical_gas
1694.575892,1421.425892,335000.0,3.35,0.688225,1.453013,2000.0,5.436237,1513.240572,1228.670765,941.587833,supercritical_gas
1694.557407,1421.407407,360000.0,3.6,0.739555,1.352164,2000.0,5.415563,1513.221024,1228.675234,941.589789,supercritical_gas
1694.538921,1421.388921,385000.0,3.85,0.790882,1.264412,2000.0,5.396276,1513.201475,1228.679701,941.591744,supercritical_gas
1694.520434,1421.370434,410000.0,4.1,0.842204,1.187361,2000.0,5.378202,1513.181925,1228.684166,941.593698,supercritical_gas
