T_K,T_C,P_Pa,P_bar,rho_kg_m3,v_m3_kg,h_kJ_kg,s_kJ_kgK,u_kJ_kg,cp_J_kgK,cv_J_kgK,phase
568.081209,294.931209,10000.0,0.1,0.061322,16.307305,700.0,5.202144,536.926953,1043.65646,756.578394,supercritical_gas
568.086918,294.936918,35000.0,0.35,0.214606,4.659694,700.0,4.842514,536.910725,1043.747099,756.596722,supercritical_gas
568.092611,294.942611,60000.0,0.6,0.36786,2.718425,700.0,4.68777,536.894491,1043.837681,756.615041,supercritical_gas
568.098288,294.948288,85000.0,0.85,0.521083,1.919079,700.0,4.587763,536.87825,1043.928205,756.633351,supercritical_gas
568.103948,294.953948,110000.0,1.1,0.674276,1.483073,700.0,4.513728,536.862003,1044.018673,756.651652,supercritical_gas
568.109593,294.959593,135000.0,1.35,0.827438,1.20855,700.0,4.454916,536.845749,1044.109083,756.669945,supercritical_gas
568.115221,294.965221,160000.0,1.6,0.980569,1.019816,700.0,4.406121,536.829488,1044.199435,756.68823,supercritical_gas
568.120833,294.970833,185000.0,1.85,1.13367,0.882091,700.0,4.364421,536.81322,1044.289731,756.706505,supercritical_gas
568.126429,294.976429,210000.0,2.1,1.286741,0.777157,700.0,4.328011,536.796946,1044.37997,756.724773,supercritical_gas
568.132009,294.982009,235000.0,2.35,1.43978,0.69455,700.0,4.295699,536.780666,1044.470153,756.743031,supercritical_gas
568.137573,294.987573,260000.0,2.6,1.59279,0.627829,700.0,4.266653,536.764379,1044.560278,756.761281,supercritical_gas
568.14312,294.99312,285000.0,2.85,1.745768,0.572814,700.0,4.240274,536.748085,1044.650347,756.779523,supercritical_gas
568.148652,294.998652,310000.0,3.1,1.898716,0.526672,700.0,4.216112,536.731785,1044.74036,756.797756,supercritical_gas
568.154168,295.004168,335000.0,3.35,2.051634,0.487416,700.0,4.193824,536.715478,1044.830317,756.81598,supercritical_gas
568.159668,295.009668,360000.0,3.6,2.20452,0.453613,700.0,4.173138,536.699164,1044.920217,756.834196,supercritical_gas
568.165152,295.015152,385000.0,3.85,2.357376,0.4242,700.0,4.15384,536.682845,1045.010061,756.852403,supercritical_gas
