T_K,T_C,P_Pa,P_bar,rho_kg_m3,v_m3_kg,h_kJ_kg,s_kJ_kgK,u_kJ_kg,cp_J_kgK,cv_J_kgK,phase
1281.221184,1008.071184,10000.0,0.1,0.02719,36.778297,1500.0,6.106487,1132.217026,1185.742208,898.690063,supercritical_gas
1281.20512,1008.05512,35000.0,0.35,0.09516,10.508636,1500.0,5.746864,1132.197757,1185.752732,898.693047,supercritical_gas
1281.189053,1008.039053,60000.0,0.6,0.163123,6.130359,1500.0,5.592126,1132.178486,1185.763252,898.696029,supercritical_gas
1281.172983,1008.022983,85000.0,0.85,0.231078,4.327539,1500.0,5.492127,1132.159213,1185.773767,898.699011,supercritical_gas
1281.156912,1008.006912,110000.0,1.1,0.299027,3.344182,1500.0,5.418098,1132.139939,1185.784278,898.701992,supercritical_gas
1281.140838,1007.990838,135000.0,1.35,0.366968,2.725032,1500.0,5.359294,1132.120663,1185.794785,898.704971,supercritical_gas
1281.124761,1007.974761,160000.0,1.6,0.434902,2.299366,1500.0,5.310506,1132.101386,1185.805287,898.70795,supercritical_gas
1281.108683,1007.958683,185000.0,1.85,0.50283,1.988745,1500.0,5.268813,1132.082107,1185.815784,898.710928,supercritical_gas
1281.092602,1007.942602,210000.0,2.1,0.57075,1.752082,1500.0,5.23241,1132.062826,1185.826277,898.713905,supercritical_gas
1281.076518,1007.926518,235000.0,2.35,0.638663,1.565772,1500.0,5.200105,1132.043544,1185.836766,898.716881,supercritical_gas
1281.060433,1007.910433,260000.0,2.6,0.706568,1.415291,1500.0,5.171066,1132.02426,1185.84725,898.719857,supercritical_gas
1281.044345,1007.894345,285000.0,2.85,0.774467,1.291211,1500.0,5.144695,1132.004975,1185.85773,898.722831,supercritical_gas
1281.028254,1007.878254,310000.0,3.1,0.842359,1.187143,1500.0,5.12054,1131.985688,1185.868205,898.725804,supercritical_gas
1281.012161,1007.862161,335000.0,3.35,0.910243,1.098608,1500.0,5.098258,1131.9664,1185.878676,898.728777,supercritical_gas
1280.996066,1007.846066,360000.0,3.6,0.97812,1.022369,1500.0,5.07758,1131.94711,1185.889142,898.731748,supercritical_gas
1280.979969,1007.829969,385000.0,3.85,1.04599,0.956032,1500.0,5.058289,1131.927818,1185.899604,898.734719,supercritical_gas
1280.963869,1007.813869,410000.0,4.1,1.113854,0.897784,1500.0,5.040211,1131.908525,1185.910062,898.737689,supercritical_gas
1280.947767,1007.797767,435000.0,4.35,1.18171,0.846232,1500.0,5.023202,1131.88923,1185.920515,898.740658,supercritical_gas
1280.931663,1007.781663,460000.0,4.6,1.249558,0.800283,1500.0,5.007143,1131.869934,1185.930964,898.743626,supercritical_gas
1280.915556,1007.765556,485000.0,4.85,1.3174,0.759071,1500.0,4.991933,1131.850637,1185.941408,898.746593,supercritical_gas
1280.899447,1007.749447,510000.0,5.1,1.385235,0.721899,1500.0,4.977487,1131.831337,1185.951849,898.749559,supercritical_gas
1280.883336,1007.733336,535000.0,5.35,1.453062,0.688202,1500.0,4.963731,1131.812036,1185.962284,898.752524,supercritical_gas
1280.867222,1007.717222,560000.0,5.6,1.520883,0.657513,1500.0,4.950603,1131.792734,1185.972716,898.755488,supercritical_gas
1280.851106,1007.701106,585000.0,5.85,1.588696,0.629447,1500.0,4.938047,1131.77343,1185.983143,898.758452,supercritical_gas
1280.834988,1007.684988,610000.0,6.1,1.656502,0.603682,1500.0,4.926016,1131.754125,1185.993565,898.761414,supercritical_gas
1280.818867,1007.668867,635000.0,6.35,1.724301,0.579945,1500.0,4.914468,1131.734818,1186.003984,898.764376,supercritical_gas
1280.802745,1007.652745,660000.0,6.6,1.792093,0.558007,1500.0,4.903365,1131.715509,1186.014398,898.767337,supercritical_gas
1280.786619,1007.636619,685000.0,6.85,1.859878,0.53767,1500.0,4.892674,1131.696199,1186.024807,898.770297,supercritical_gas
1280.770492,1007.620492,710000.0,7.1,1.927655,0.518765,1500.0,4.882366,1131.676887,1186.035213,898.773256,supercritical_gas
1280.754362,1007.604362,735000.0,7.35,1.995426,0.501146,1500.0,4.872414,1131.657574,1186.045614,898.776214,supercritical_gas
1280.73823,1007.58823,760000.0,7.6,2.063189,0.484687,1500.0,4.862794,1131.63826,1186.05601,898.779171,supercritical_gas
1280.722096,1007.572096,785000.0,7.85,2.130946,0.469275,1500.0,4.853485,1131.618943,1186.066403,898.782127,supercritical_gas
1280.70596,1007.55596,810000.0,8.1,2.198695,0.454815,1500.0,4.844467,1131.599626,1186.076791,898.785082,supercritical_gas
1280.689821,1007.539821,835000.0,8.35,2.266437,0.441221,1500.0,4.835723,1131.580306,1186.087175,898.788037,supercritical_gas
1280.67368,1007.52368,860000.0,8.6,2.334172,0.428417,1500.0,4.827236,1131.560986,1186.097554,898.79099,supercritical_gas
1280.657536,1007.507536,885000.0,8.85,2.4019,0.416337,1500.0,4.818992,1131.541663,1186.10793,898.793943,supercritical_gas
1280.641391,1007.491391,910000.0,9.1,2.469621,0.404921,1500.0,4.810977,1131.52234,1186.118301,898.796895,supercritical_gas
1280.625243,1007.475243,935000.0,9.35,2.537334,0.394114,1500.0,4.803178,1131.503014,1186.128667,898.799846,supercritical_gas
1280.609093,1007.459093,960000.0,9.6,2.605041,0.383871,1500.0,4.795585,1131.483688,1186.13903,898.802795,supercritical_gas
1280.59294,1007.44294,985000.0,9.85,2.67274,0.374148,1500.0,4.788187,1131.464359,1186.149388,898.805745,supercritical_gas
1280.576786,1007.426786,1010000.0,10.1,2.740432,0.364906,1500.0,4.780974,1131.44503,1186.159742,898.808693,supercritical_gas
1280.560629,1007.410629,1035000.0,10.35,2.808118,0.35611,1500.0,4.773937,1131.425698,1186.170092,898.81164,supercritical_gas
1280.54447,1007.39447,1060000.0,10.6,2.875796,0.34773,1500.0,4.767067,1131.406366,1186.180438,898.814586,supercritical_gas
1280.528308,1007.378308,1085000.0,10.85,2.943467,0.339735,1500.0,4.760357,1131.387031,1186.190779,898.817532,supercritical_gas
1280.512145,1007.362145,1110000.0,11.1,3.011131,0.332101,1500.0,4.753799,1131.367696,1186.201116,898.820477,supercritical_gas
1280.495979,1007.345979,1135000.0,11.35,3.078787,0.324803,1500.0,4.747387,1131.348358,1186.211449,898.82342,supercritical_gas
1280.479811,1007.329811,1160000.0,11.6,3.146437,0.31782,1500.0,4.741114,1131.32902,1186.221778,898.826363,supercritical_gas
1280.463641,1007.313641,1185000.0,11.85,3.214079,0.311131,1500.0,4.734975,1131.309679,1186.232103,898.829305,supercritical_gas
1280.447468,1007.297468,1210000.0,12.1,3.281715,0.304719,1500.0,4.728963,1131.290338,1186.242423,898.832246,supercritical_gas
1280.431293,1007.281293,1235000.0,12.35,3.349343,0.298566,1500.0,4.723074,1131.270995,1186.252739,898.835186,supercritical_gas
1280.415116,1007.265116,1260000.0,12.6,3.416964,0.292657,1500.0,4.717303,1131.25165,1186.263051,898.838126,supercritical_gas
1280.398937,1007.248937,1285000.0,12.85,3.484579,0.286979,1500.0,4.711645,1131.232304,1186.273359,898.841064,supercritical_gas
1280.382756,1007.232756,1310000.0,13.1,3.552186,0.281517,1500.0,4.706095,1131.212956,1186.283663,898.844001,supercritical_gas
1280.366572,1007.216572,1335000.0,13.35,3.619785,0.276259,1500.0,4.70065,1131.193607,1186.293963,898.846938,supercritical_gas
1280.350386,1007.200386,1360000.0,13.6,3.687378,0.271195,1500.0,4.695305,1131.174257,1186.304258,898.849874,supercritical_gas
1280.334198,1007.184198,1385000.0,13.85,3.754964,0.266314,1500.0,4.690058,1131.154905,1186.314549,898.852809,supercritical_gas
1280.318008,1007.168008,1410000.0,14.1,3.822542,0.261606,1500.0,4.684904,1131.135551,1186.324837,898.855743,supercritical_gas
1280.301815,1007.151815,1435000.0,14.35,3.890114,0.257062,1500.0,4.67984,1131.116196,1186.33512,898.858676,supercritical_gas
1280.285621,1007.135621,1460000.0,14.6,3.957678,0.252673,1500.0,4.674864,1131.09684,1186.345399,898.861608,supercritical_gas
1280.269424,1007.119424,1485000.0,14.85,4.025235,0.248433,1500.0,4.669972,1131.077482,1186.355673,898.864539,supercritical_gas
1280.253225,1007.103225,1510000.0,15.1,4.092786,0.244332,1500.0,4.665161,1131.058123,1186.365944,898.86747,supercritical_gas
1280.237024,1007.087024,1535000.0,15.35,4.160329,0.240366,1500.0,4.660428,1131.038762,1186.376211,898.870399,supercritical_gas
1280.22082,1007.07082,1560000.0,15.6,4.227865,0.236526,1500.0,4.655772,1131.0194,1186.386473,898.873328,supercritical_gas
1280.204614,1007.054614,1585000.0,15.85,4.295393,0.232808,1500.0,4.65119,1131.000036,1186.396732,898.876256,supercritical_gas
1280.188407,1007.038407,1610000.0,16.1,4.362915,0.229205,1500.0,4.646679,1130.980671,1186.406986,898.879183,supercritical_gas
1280.172197,1007.022197,1635000.0,16.35,4.43043,0.225712,1500.0,4.642237,1130.961305,1186.417237,898.882109,supercritical_gas
1280.155985,1007.005985,1660000.0,16.6,4.497937,0.222324,1500.0,4.637863,1130.941937,1186.427483,898.885034,supercritical_gas
1280.13977,1006.98977,1685000.0,16.85,4.565438,0.219037,1500.0,4.633553,1130.922568,1186.437725,898.887958,supercritical_gas
1280.123554,1006.973554,1710000.0,17.1,4.632931,0.215846,1500.0,4.629307,1130.903197,1186.447963,898.890882,supercritical_gas
1280.107335,1006.957335,1735000.0,17.35,4.700417,0.212747,1500.0,4.625122,1130.883824,1186.458197,898.893804,supercritical_gas
1280.091114,1006.941114,1760000.0,17.6,4.767896,0.209736,1500.0,4.620996,1130.864451,1186.468427,898.896726,supercritical_gas
1280.074891,1006.924891,1785000.0,17.85,4.835368,0.206809,1500.0,4.616929,1130.845076,1186.478653,898.899647,supercritical_gas
1280.058666,1006.908666,1810000.0,18.1,4.902833,0.203964,1500.0,4.612918,1130.825699,1186.488875,898.902567,supercritical_gas
1280.042439,1006.892439,1835000.0,18.35,4.970291,0.201195,1500.0,4.608962,1130.806321,1186.499093,898.905486,supercritical_gas
1280.026209,1006.876209,1860000.0,18.6,5.037742,0.198502,1500.0,4.605058,1130.786942,1186.509307,898.908404,supercritical_gas
1280.009978,1006.859978,1885000.0,18.85,5.105185,0.195879,1500.0,4.601207,1130.767561,1186.519517,898.911321,supercritical_gas
1279.993744,1006.843744,1910000.0,19.1,5.172622,0.193326,1500.0,4.597407,1130.748179,1186.529723,898.914238,supercritical_gas
1279.977508,1006.827508,1935000.0,19.35,5.240051,0.190838,1500.0,4.593655,1130.728795,1186.539925,898.917153,supercritical_gas
1279.96127,1006.81127,1960000.0,19.6,5.307473,0.188414,1500.0,4.589951,1130.70941,1186.550123,898.920068,supercritical_gas
1279.94503,1006.79503,1985000.0,19.85,5.374889,0.18605,1500.0,4.586294,1130.690024,1186.560317,898.922982,supercritical_gas
1279.928787,1006.778787,2010000.0,20.1,5.442297,0.183746,1500.0,4.582683,1130.670636,1186.570507,898.925895,supercritical_gas
1279.912543,1006.762543,2035000.0,20.35,5.509698,0.181498,1500.0,4.579116,1130.651247,1186.580693,898.928807,supercritical_gas
1279.896296,1006.746296,2060000.0,20.6,5.577092,0.179305,1500.0,4.575592,1130.631856,1186.590875,898.931718,supercritical_gas
1279.880048,1006.730048,2085000.0,20.85,5.644478,0.177164,1500.0,4.572111,1130.612464,1186.601053,898.934628,supercritical_gas
1279.863797,1006.713797,2110000.0,21.1,5.711858,0.175074,1500.0,4.568671,1130.59307,1186.611227,898.937538,supercritical_gas
1279.847544,1006.697544,2135000.0,21.35,5.779231,0.173033,1500.0,4.565271,1130.573676,1186.621398,898.940446,supercritical_gas
1279.831289,1006.681289,2160000.0,21.6,5.846596,0.17104,1500.0,4.561911,1130.554279,1186.631564,898.943354,supercritical_gas
1279.815031,1006.665031,2185000.0,21.85,5.913955,0.169092,1500.0,4.558589,1130.534882,1186.641726,898.946261,supercritical_gas
1279.798772,1006.648772,2210000.0,22.1,5.981306,0.167188,1500.0,4.555304,1130.515483,1186.651885,898.949167,supercritical_gas
1279.782511,1006.632511,2235000.0,22.35,6.04865,0.165326,1500.0,4.552057,1130.496082,1186.662039,898.952072,supercritical_gas
1279.766247,1006.616247,2260000.0,22.6,6.115987,0.163506,1500.0,4.548845,1130.476681,1186.67219,898.954977,supercritical_gas
1279.749982,1006.599982,2285000.0,22.85,6.183318,0.161725,1500.0,4.545668,1130.457277,1186.682336,898.95788,supercritical_gas
1279.733714,1006.583714,2310000.0,23.1,6.250641,0.159984,1500.0,4.542526,1130.437873,1186.692479,898.960783,supercritical_gas
1279.717444,1006.567444,2335000.0,23.35,6.317956,0.158279,1500.0,4.539417,1130.418467,1186.702618,898.963684,supercritical_gas
1279.701172,1006.551172,2360000.0,23.6,6.385265,0.156611,1500.0,4.536342,1130.39906,1186.712753,898.966585,supercritical_gas
1279.684898,1006.534898,2385000.0,23.85,6.452567,0.154977,1500.0,4.533298,1130.379651,1186.722884,898.969485,supercritical_gas
1279.668622,1006.518622,2410000.0,24.1,6.519861,0.153377,1500.0,4.530286,1130.360241,1186.733011,898.972384,supercritical_gas
1279.652344,1006.502344,2435000.0,24.35,6.587149,0.151811,1500.0,4.527305,1130.340829,1186.743135,898.975282,supercritical_gas
1279.636063,1006.486063,2460000.0,24.6,6.654429,0.150276,1500.0,4.524354,1130.321417,1186.753254,898.97818,supercritical_gas
1279.619781,1006.469781,2485000.0,24.85,6.721703,0.148772,1500.0,4.521433,1130.302002,1186.76337,898.981076,supercritical_gas
1279.603496,1006.453496,2510000.0,25.1,6.788969,0.147298,1500.0,4.518541,1130.282587,1186.773481,898.983972,supercritical_gas
1279.58721,1006.43721,2535000.0,25.35,6.856228,0.145853,1500.0,4.515677,1130.26317,1186.783589,898.986867,supercritical_gas
1279.570921,1006.420921,2560000.0,25.6,6.92348,0.144436,1500.0,4.512842,1130.243752,1186.793693,898.989761,supercritical_gas
1279.554631,1006.404631,2585000.0,25.85,6.990725,0.143047,1500.0,4.510033,1130.224332,1186.803794,898.992654,supercritical_gas
1279.538338,1006.388338,2610000.0,26.1,7.057963,0.141684,1500.0,4.507252,1130.204911,1186.81389,898.995546,supercritical_gas
1279.522043,1006.372043,2635000.0,26.35,7.125194,0.140347,1500.0,4.504497,1130.185489,1186.823983,898.998438,supercritical_gas
1279.505746,1006.355746,2660000.0,26.6,7.192417,0.139035,1500.0,4.501767,1130.166065,1186.834071,899.001328,supercritical_gas
1279.489447,1006.339447,2685000.0,26.85,7.259634,0.137748,1500.0,4.499063,1130.14664,1186.844156,899.004218,supercritical_gas
1279.473146,1006.323146,2710000.0,27.1,7.326843,0.136484,1500.0,4.496384,1130.127214,1186.854237,899.007107,supercritical_gas
1279.456843,1006.306843,2735000.0,27.35,7.394046,0.135244,1500.0,4.493729,1130.107786,1186.864315,899.009995,supercritical_gas
1279.440538,1006.290538,2760000.0,27.6,7.461241,0.134026,1500.0,4.491099,1130.088357,1186.874388,899.012882,supercritical_gas
1279.424231,1006.274231,2785000.0,27.85,7.528429,0.13283,1500.0,4.488492,1130.068927,1186.884458,899.015768,supercritical_gas
1279.407922,1006.257922,2810000.0,28.1,7.595611,0.131655,1500.0,4.485908,1130.049495,1186.894524,899.018654,supercritical_gas
1279.39161,1006.24161,2835000.0,28.35,7.662785,0.130501,1500.0,4.483346,1130.030062,1186.904586,899.021538,supercritical_gas
1279.375297,1006.225297,2860000.0,28.6,7.729952,0.129367,1500.0,4.480807,1130.010628,1186.914644,899.024422,supercritical_gas
1279.358982,1006.208982,2885000.0,28.85,7.797112,0.128253,1500.0,4.47829,1129.991192,1186.924699,899.027305,supercritical_gas
1279.342664,1006.192664,2910000.0,29.1,7.864265,0.127157,1500.0,4.475795,1129.971755,1186.93475,899.030187,supercritical_gas
1279.326345,1006.176345,2935000.0,29.35,7.93141,0.126081,1500.0,4.473321,1129.952317,1186.944797,899.033068,supercritical_gas
1279.310023,1006.160023,2960000.0,29.6,7.998549,0.125023,1500.0,4.470867,1129.932877,1186.95484,899.035948,supercritical_gas
1279.2937,1006.1437,2985000.0,29.85,8.065681,0.123982,1500.0,4.468434,1129.913436,1186.96488,899.038828,supercritical_gas
1279.277374,1006.127374,3010000.0,30.1,8.132805,0.122959,1500.0,4.466021,1129.893994,1186.974916,899.041706,supercritical_gas
1279.261047,1006.111047,3035000.0,30.35,8.199922,0.121952,1500.0,4.463628,1129.87455,1186.984948,899.044584,supercritical_gas
1279.244717,1006.094717,3060000.0,30.6,8.267033,0.120962,1500.0,4.461255,1129.855105,1186.994976,899.047461,supercritical_gas
1279.228386,1006.078386,3085000.0,30.85,8.334136,0.119988,1500.0,4.4589,1129.835659,1187.005001,899.050337,supercritical_gas
1279.212052,1006.062052,3110000.0,31.1,8.401232,0.11903,1500.0,4.456565,1129.816211,1187.015022,899.053213,supercritical_gas
1279.195716,1006.045716,3135000.0,31.35,8.468321,0.118087,1500.0,4.454248,1129.796763,1187.025039,899.056087,supercritical_gas
1279.179379,1006.029379,3160000.0,31.6,8.535403,0.117159,1500.0,4.451949,1129.777312,1187.035053,899.05896,supercritical_gas
1279.163039,1006.013039,3185000.0,31.85,8.602478,0.116246,1500.0,4.449668,1129.757861,1187.045063,899.061833,supercritical_gas
1279.146698,1005.996698,3210000.0,32.1,8.669546,0.115346,1500.0,4.447405,1129.738408,1187.055069,899.064705,supercritical_gas
1279.130354,1005.980354,3235000.0,32.35,8.736607,0.114461,1500.0,4.445159,1129.718954,1187.065072,899.067576,supercritical_gas
1279.114008,1005.964008,3260000.0,32.6,8.803661,0.113589,1500.0,4.442931,1129.699499,1187.07507,899.070446,supercritical_gas
1279.097661,1005.947661,3285000.0,32.85,8.870707,0.112731,1500.0,4.440719,1129.680042,1187.085065,899.073316,supercritical_gas
1279.081311,1005.931311,3310000.0,33.1,8.937747,0.111885,1500.0,4.438524,1129.660584,1187.095057,899.076184,supercritical_gas
1279.064959,1005.914959,3335000.0,33.35,9.004779,0.111052,1500.0,4.436345,1129.641125,1187.105045,899.079052,supercritical_gas
1279.048606,1005.898606,3360000.0,33.6,9.071805,0.110232,1500.0,4.434183,1129.621664,1187.115029,899.081919,supercritical_gas
1279.03225,1005.88225,3385000.0,33.85,9.138823,0.109423,1500.0,4.432036,1129.602202,1187.125009,899.084785,supercritical_gas
1279.015893,1005.865893,3410000.0,34.1,9.205835,0.108627,1500.0,4.429905,1129.582739,1187.134986,899.08765,supercritical_gas
1278.999533,1005.849533,3435000.0,34.35,9.272839,0.107842,1500.0,4.42779,1129.563275,1187.144959,899.090514,supercritical_gas
1278.983172,1005.833172,3460000.0,34.6,9.339836,0.107068,1500.0,4.425689,1129.543809,1187.154929,899.093378,supercritical_gas
1278.966808,1005.816808,3485000.0,34.85,9.406826,0.106306,1500.0,4.423604,1129.524342,1187.164895,899.09624,supercritical_gas
1278.950443,1005.800443,3510000.0,35.1,9.473809,0.105554,1500.0,4.421533,1129.504874,1187.174857,899.099102,supercritical_gas
1278.934075,1005.784075,3535000.0,35.35,9.540785,0.104813,1500.0,4.419477,1129.485404,1187.184816,899.101963,supercritical_gas
1278.917706,1005.767706,3560000.0,35.6,9.607754,0.104083,1500.0,4.417435,1129.465934,1187.194771,899.104823,supercritical_gas
1278.901334,1005.751334,3585000.0,35.85,9.674715,0.103362,1500.0,4.415408,1129.446461,1187.204722,899.107683,supercritical_gas
1278.884961,1005.734961,3610000.0,36.1,9.74167,0.102652,1500.0,4.413394,1129.426988,1187.21467,899.110541,supercritical_gas
1278.868586,1005.718586,3635000.0,36.35,9.808618,0.101951,1500.0,4.411394,1129.407513,1187.224614,899.113399,supercritical_gas
1278.852208,1005.702208,3660000.0,36.6,9.875558,0.10126,1500.0,4.409408,1129.388038,1187.234555,899.116255,supercritical_gas
1278.835829,1005.685829,3685000.0,36.85,9.942492,0.100578,1500.0,4.407435,1129.36856,1187.244492,899.119111,supercritical_gas
1278.819448,1005.669448,3710000.0,37.1,10.009418,0.099906,1500.0,4.405476,1129.349082,1187.254426,899.121967,supercritical_gas
1278.803065,1005.653065,3735000.0,37.35,10.076337,0.099242,1500.0,4.403529,1129.329602,1187.264355,899.124821,supercritical_gas
1278.78668,1005.63668,3760000.0,37.6,10.14325,0.098588,1500.0,4.401595,1129.310122,1187.274282,899.127674,supercritical_gas
1278.770292,1005.620292,3785000.0,37.85,10.210155,0.097942,1500.0,4.399674,1129.290639,1187.284205,899.130527,supercritical_gas
