T_K,T_C,P_Pa,P_bar,rho_kg_m3,v_m3_kg,h_kJ_kg,s_kJ_kgK,u_kJ_kg,cp_J_kgK,cv_J_kgK,phase
173.15,-100.0,164619.442483,1.646194,3.333333,0.3,298.25225,3.192669,248.866418,1012.938785,717.435509,supercritical_gas
175.15,-98.0,166548.615577,1.665486,3.333333,0.3,300.265812,3.200908,250.301227,1012.72817,717.374363,supercritical_gas
177.15,-96.0,168477.62679,1.684776,3.333333,0.3,302.279206,3.209053,251.735918,1012.526186,717.316863,supercritical_gas
179.15,-94.0,170406.482729,1.704065,3.333333,0.3,304.292441,3.217106,253.170497,1012.332414,717.262835,supercritical_gas
181.15,-92.0,172335.189621,1.723352,3.333333,0.3,306.305528,3.225068,254.604971,1012.146466,717.21212,supercritical_gas
183.15,-90.0,174263.753345,1.742638,3.333333,0.3,308.318473,3.232943,256.039347,1011.967982,717.164575,supercritical_gas
185.15,-88.0,176192.179453,1.761922,3.333333,0.3,310.331285,3.240732,257.473631,1011.796629,717.120069,supercritical_gas
187.15,-86.0,178120.473194,1.781205,3.333333,0.3,312.343971,3.248436,258.907829,1011.632098,717.078482,supercritical_gas
189.15,-84.0,180048.639532,1.800486,3.333333,0.3,314.356539,3.256059,260.341947,1011.474102,717.039706,supercritical_gas
191.15,-82.0,181976.683168,1.819767,3.333333,0.3,316.368995,3.2636,261.77599,1011.322376,717.003643,supercritical_gas
193.15,-80.0,183904.608552,1.839046,3.333333,0.3,318.381346,3.271063,263.209964,1011.176672,716.970203,supercritical_gas
195.15,-78.0,185832.419906,1.858324,3.333333,0.3,320.393599,3.278449,264.643873,1011.036762,716.939308,supercritical_gas
197.15,-76.0,187760.121232,1.877601,3.333333,0.3,322.405759,3.285759,266.077722,1010.902434,716.910884,supercritical_gas
199.15,-74.0,189687.71633,1.896877,3.333333,0.3,324.417833,3.292995,267.511518,1010.773491,716.884869,supercritical_gas
201.15,-72.0,191615.208811,1.916152,3.333333,0.3,326.429826,3.300158,268.945263,1010.64975,716.861203,supercritical_gas
203.15,-70.0,193542.602104,1.935426,3.333333,0.3,328.441745,3.307251,270.378964,1010.531043,716.839837,supercritical_gas
205.15,-68.0,195469.899474,1.954699,3.333333,0.3,330.453594,3.314273,271.812624,1010.417212,716.820726,supercritical_gas
207.15,-66.0,197397.104024,1.973971,3.333333,0.3,332.46538,3.321228,273.246249,1010.308112,716.803829,supercritical_gas
209.15,-64.0,199324.218713,1.993242,3.333333,0.3,334.477107,3.328115,274.679841,1010.203609,716.789113,supercritical_gas
211.15,-62.0,201251.246358,2.012512,3.333333,0.3,336.48878,3.334937,276.113406,1010.103579,716.776549,supercritical_gas
213.15,-60.0,203178.189645,2.031782,3.333333,0.3,338.500406,3.341694,277.546949,1010.007907,716.766111,supercritical_gas
215.15,-58.0,205105.051136,2.051051,3.333333,0.3,340.511988,3.348388,278.980472,1009.916487,716.757779,supercritical_gas
217.15,-56.0,207031.833278,2.070318,3.333333,0.3,342.523531,3.35502,280.413981,1009.82922,716.751536,supercritical_gas
219.15,-54.0,208958.538407,2.089585,3.333333,0.3,344.535041,3.361591,281.84748,1009.746016,716.747368,supercritical_gas
221.15,-52.0,210885.168754,2.108852,3.333333,0.3,346.546523,3.368103,283.280972,1009.666792,716.745267,supercritical_gas
223.15,-50.0,212811.726454,2.128117,3.333333,0.3,348.55798,3.374556,284.714462,1009.591471,716.745224,supercritical_gas
225.15,-48.0,214738.213548,2.147382,3.333333,0.3,350.569418,3.380951,286.147954,1009.519983,716.747236,supercritical_gas
227.15,-46.0,216664.63199,2.166646,3.333333,0.3,352.580842,3.38729,287.581453,1009.452264,716.751302,supercritical_gas
229.15,-44.0,218590.983651,2.18591,3.333333,0.3,354.592256,3.393573,289.014961,1009.388254,716.757423,supercritical_gas
231.15,-42.0,220517.270324,2.205173,3.333333,0.3,356.603665,3.399802,290.448484,1009.3279,716.765602,supercritical_gas
233.15,-40.0,222443.493726,2.224435,3.333333,0.3,358.615073,3.405977,291.882025,1009.271151,716.775844,supercritical_gas
235.15,-38.0,224369.655505,2.243697,3.333333,0.3,360.626485,3.412099,293.315588,1009.217964,716.788159,supercritical_gas
237.15,-36.0,226295.757242,2.262958,3.333333,0.3,362.637906,3.41817,294.749179,1009.168298,716.802553,supercritical_gas
239.15,-34.0,228221.800455,2.282218,3.333333,0.3,364.64934,3.42419,296.1828,1009.122116,716.81904,supercritical_gas
241.15,-32.0,230147.786602,2.301478,3.333333,0.3,366.660792,3.430159,297.616456,1009.079384,716.837631,supercritical_gas
243.15,-30.0,232073.717082,2.320737,3.333333,0.3,368.672267,3.43608,299.050152,1009.040074,716.858341,supercritical_gas
245.15,-28.0,233999.593243,2.339996,3.333333,0.3,370.683769,3.441953,300.483891,1009.004159,716.881184,supercritical_gas
247.15,-26.0,235925.416378,2.359254,3.333333,0.3,372.695303,3.447778,301.917678,1008.971615,716.906177,supercritical_gas
249.15,-24.0,237851.187733,2.378512,3.333333,0.3,374.706874,3.453556,303.351517,1008.942421,716.933337,supercritical_gas
251.15,-22.0,239776.908507,2.397769,3.333333,0.3,376.718485,3.459288,304.785413,1008.916559,716.962684,supercritical_gas
253.15,-20.0,241702.579854,2.417026,3.333333,0.3,378.730143,3.464975,306.219369,1008.894014,716.994236,supercritical_gas
255.15,-18.0,243628.202887,2.436282,3.333333,0.3,380.741852,3.470617,307.653391,1008.874772,717.028013,supercritical_gas
257.15,-16.0,245553.778677,2.455538,3.333333,0.3,382.753617,3.476216,309.087483,1008.858821,717.064037,supercritical_gas
259.15,-14.0,247479.308257,2.474793,3.333333,0.3,384.765441,3.481771,310.521649,1008.846151,717.102329,supercritical_gas
261.15,-12.0,249404.792625,2.494048,3.333333,0.3,386.777332,3.487285,311.955894,1008.836756,717.142911,supercritical_gas
263.15,-10.0,251330.232742,2.513302,3.333333,0.3,388.789292,3.492756,313.390222,1008.830628,717.185806,supercritical_gas
265.15,-8.0,253255.629537,2.532556,3.333333,0.3,390.801327,3.498186,314.824639,1008.827764,717.231037,supercritical_gas
267.15,-6.0,255180.983905,2.55181,3.333333,0.3,392.813443,3.503576,316.259148,1008.82816,717.278626,supercritical_gas
269.15,-4.0,257106.296712,2.571063,3.333333,0.3,394.825644,3.508926,317.693755,1008.831814,717.328599,supercritical_gas
271.15,-2.0,259031.568797,2.590316,3.333333,0.3,396.837934,3.514237,319.128464,1008.838726,717.380978,supercritical_gas
273.15,0.0,260956.800966,2.609568,3.333333,0.3,398.85032,3.519509,320.56328,1008.848896,717.435788,supercritical_gas
275.15,2.0,262881.994004,2.62882,3.333333,0.3,400.862807,3.524743,321.998209,1008.862327,717.493054,supercritical_gas
277.15,4.0,264807.148665,2.648071,3.333333,0.3,402.875399,3.52994,323.433254,1008.879019,717.552798,supercritical_gas
279.15,6.0,266732.265684,2.667323,3.333333,0.3,404.888101,3.5351,324.868422,1008.898977,717.615047,supercritical_gas
281.15,8.0,268657.34577,2.686573,3.333333,0.3,406.90092,3.540223,326.303716,1008.922205,717.679824,supercritical_gas
283.15,10.0,270582.389607,2.705824,3.333333,0.3,408.913859,3.545311,327.739142,1008.948707,717.747153,supercritical_gas
285.15,12.0,272507.397863,2.725074,3.333333,0.3,410.926926,3.550363,329.174706,1008.97849,717.81706,supercritical_gas
287.15,14.0,274432.371181,2.744324,3.333333,0.3,412.940124,3.55538,330.610412,1009.011557,717.889567,supercritical_gas
289.15,16.0,276357.310187,2.763573,3.333333,0.3,414.953459,3.560363,332.046266,1009.047917,717.9647,supercritical_gas
291.15,18.0,278282.215486,2.782822,3.333333,0.3,416.966938,3.565312,333.482273,1009.087576,718.042482,supercritical_gas
293.15,20.0,280207.087666,2.802071,3.333333,0.3,418.980564,3.570228,334.918438,1009.130541,718.122936,supercritical_gas
295.15,22.0,282131.927297,2.821319,3.333333,0.3,420.994345,3.575111,336.354767,1009.176819,718.206087,supercritical_gas
297.15,24.0,284056.734933,2.840567,3.333333,0.3,423.008285,3.579962,337.791264,1009.226419,718.291956,supercritical_gas
299.15,26.0,285981.511112,2.859815,3.333333,0.3,425.02239,3.58478,339.227936,1009.279349,718.380568,supercritical_gas
301.15,28.0,287906.256354,2.879063,3.333333,0.3,427.036665,3.589568,340.664788,1009.335615,718.471943,supercritical_gas
303.15,30.0,289830.971168,2.89831,3.333333,0.3,429.051117,3.594324,342.101826,1009.395228,718.566105,supercritical_gas
305.15,32.0,291755.656045,2.917557,3.333333,0.3,431.065751,3.599049,343.539055,1009.458194,718.663076,supercritical_gas
307.15,34.0,293680.311466,2.936803,3.333333,0.3,433.080573,3.603744,344.97648,1009.524523,718.762876,supercritical_gas
309.15,36.0,295604.937894,2.956049,3.333333,0.3,435.095589,3.60841,346.414108,1009.594222,718.865526,supercritical_gas
311.15,38.0,297529.535784,2.975295,3.333333,0.3,437.110805,3.613046,347.851944,1009.6673,718.971047,supercritical_gas
313.15,40.0,299454.105575,2.994541,3.333333,0.3,439.126226,3.617652,349.289994,1009.743765,719.079458,supercritical_gas
315.15,42.0,301378.647697,3.013786,3.333333,0.3,441.141858,3.622231,350.728264,1009.823625,719.19078,supercritical_gas
317.15,44.0,303303.162567,3.033032,3.333333,0.3,443.157708,3.626781,352.166759,1009.906889,719.305032,supercritical_gas
319.15,46.0,305227.650591,3.052277,3.333333,0.3,445.173781,3.631303,353.605486,1009.993563,719.422231,supercritical_gas
321.15,48.0,307152.112164,3.071521,3.333333,0.3,447.190084,3.635798,355.04445,1010.083655,719.542396,supercritical_gas
323.15,50.0,309076.547672,3.090765,3.333333,0.3,449.206622,3.640265,356.483658,1010.177173,719.665544,supercritical_gas
325.15,52.0,311000.95749,3.11001,3.333333,0.3,451.223401,3.644706,357.923114,1010.274124,719.791692,supercritical_gas
327.15,54.0,312925.341985,3.129253,3.333333,0.3,453.240429,3.64912,359.362826,1010.374514,719.920856,supercritical_gas
329.15,56.0,314849.701514,3.148497,3.333333,0.3,455.25771,3.653508,360.8028,1010.478351,720.053052,supercritical_gas
331.15,58.0,316774.036423,3.16774,3.333333,0.3,457.275251,3.657871,362.243041,1010.585639,720.188295,supercritical_gas
333.15,60.0,318698.347053,3.186983,3.333333,0.3,459.293059,3.662208,363.683555,1010.696386,720.3266,supercritical_gas
335.15,62.0,320622.633734,3.206226,3.333333,0.3,461.311139,3.66652,365.124349,1010.810595,720.467981,supercritical_gas
337.15,64.0,322546.896789,3.225469,3.333333,0.3,463.329498,3.670807,366.565429,1010.928273,720.61245,supercritical_gas
339.15,66.0,324471.136534,3.244711,3.333333,0.3,465.348142,3.675069,368.006801,1011.049425,720.76002,supercritical_gas
341.15,68.0,326395.353276,3.263954,3.333333,0.3,467.367077,3.679307,369.448471,1011.174053,720.910704,supercritical_gas
343.15,70.0,328319.547315,3.283195,3.333333,0.3,469.38631,3.683522,370.890446,1011.302163,721.064512,supercritical_gas
345.15,72.0,330243.718945,3.302437,3.333333,0.3,471.405847,3.687713,372.332731,1011.433758,721.221456,supercritical_gas
347.15,74.0,332167.868453,3.321679,3.333333,0.3,473.425694,3.69188,373.775334,1011.56884,721.381546,supercritical_gas
349.15,76.0,334091.996119,3.34092,3.333333,0.3,475.445858,3.696025,375.218259,1011.707412,721.544791,supercritical_gas
351.15,78.0,336016.102216,3.360161,3.333333,0.3,477.466346,3.700147,376.661515,1011.849476,721.711199,supercritical_gas
353.15,80.0,337940.187011,3.379402,3.333333,0.3,479.487162,3.704246,378.105106,1011.995034,721.880779,supercritical_gas
355.15,82.0,339864.250767,3.398643,3.333333,0.3,481.508315,3.708323,379.54904,1012.144087,722.053538,supercritical_gas
357.15,84.0,341788.293739,3.417883,3.333333,0.3,483.529811,3.712379,380.993323,1012.296634,722.229484,supercritical_gas
359.15,86.0,343712.316177,3.437123,3.333333,0.3,485.551655,3.716412,382.43796,1012.452677,722.408621,supercritical_gas
