T_K,T_C,P_Pa,P_bar,rho_kg_m3,v_m3_kg,h_kJ_kg,s_kJ_kgK,u_kJ_kg,cp_J_kgK,cv_J_kgK,phase
173.15,-100.0,487619.843555,4.876198,10.0,0.1,296.187427,2.872631,247.425443,1034.84721,721.810116,supercritical_gas
175.15,-98.0,493500.652765,4.935007,10.0,0.1,298.218932,2.880919,248.868867,1034.175167,721.615727,supercritical_gas
177.15,-96.0,499380.012692,4.9938,10.0,0.1,300.249914,2.889112,250.311912,1033.52984,721.431522,supercritical_gas
179.15,-94.0,505257.982566,5.05258,10.0,0.1,302.280397,2.89721,251.754599,1032.909817,721.256929,supercritical_gas
181.15,-92.0,511134.618237,5.111346,10.0,0.1,304.310408,2.905216,253.196946,1032.313782,721.09142,supercritical_gas
183.15,-90.0,517009.972405,5.1701,10.0,0.1,306.339968,2.913133,254.638971,1031.740514,720.934509,supercritical_gas
185.15,-88.0,522884.094845,5.228841,10.0,0.1,308.369099,2.920962,256.080689,1031.188872,720.785745,supercritical_gas
187.15,-86.0,528757.032598,5.28757,10.0,0.1,310.397822,2.928706,257.522119,1030.657796,720.644712,supercritical_gas
189.15,-84.0,534628.830155,5.346288,10.0,0.1,312.426156,2.936365,258.963273,1030.146296,720.511025,supercritical_gas
191.15,-82.0,540499.529631,5.404995,10.0,0.1,314.45412,2.943943,260.404167,1029.653447,720.384328,supercritical_gas
193.15,-80.0,546369.170914,5.463692,10.0,0.1,316.481732,2.951441,261.844815,1029.178386,720.264291,supercritical_gas
195.15,-78.0,552237.791813,5.522378,10.0,0.1,318.509008,2.95886,263.285229,1028.720306,720.150611,supercritical_gas
197.15,-76.0,558105.428193,5.581054,10.0,0.1,320.535964,2.966202,264.725421,1028.278454,720.043005,supercritical_gas
199.15,-74.0,563972.114093,5.639721,10.0,0.1,322.562616,2.973469,266.165405,1027.852123,719.941213,supercritical_gas
201.15,-72.0,569837.881842,5.698379,10.0,0.1,324.588978,2.980663,267.60519,1027.440652,719.844994,supercritical_gas
203.15,-70.0,575702.762167,5.757028,10.0,0.1,326.615064,2.987785,269.044788,1027.043423,719.754125,supercritical_gas
205.15,-68.0,581566.784289,5.815668,10.0,0.1,328.640888,2.994835,270.48421,1026.659855,719.6684,supercritical_gas
