T_K,T_C,P_Pa,P_bar,rho_kg_m3,v_m3_kg,h_kJ_kg,s_kJ_kgK,u_kJ_kg,cp_J_kgK,cv_J_kgK,phase
173.15,-100.0,49607.195091,0.496072,1.0,1.0,298.979171,3.539905,249.371976,1005.463212,715.899373,supercritical_gas
175.15,-98.0,50182.688568,0.501827,1.0,1.0,300.986449,3.548127,250.80376,1005.404933,715.884947,supercritical_gas
177.15,-96.0,50758.167454,0.507582,1.0,1.0,302.993684,3.556255,252.235517,1005.349454,715.871877,supercritical_gas
179.15,-94.0,51333.632342,0.513336,1.0,1.0,305.000881,3.564292,253.667248,1005.296671,715.860131,supercritical_gas
181.15,-92.0,51909.083794,0.519091,1.0,1.0,307.008042,3.572239,255.098958,1005.24649,715.849677,supercritical_gas
183.15,-90.0,52484.522341,0.524845,1.0,1.0,309.01517,3.580099,256.530648,1005.198824,715.840494,supercritical_gas
185.15,-88.0,53059.948482,0.530599,1.0,1.0,311.022269,3.587874,257.962321,1005.153596,715.832559,supercritical_gas
187.15,-86.0,53635.36269,0.536354,1.0,1.0,313.029342,3.595565,259.393979,1005.110734,715.825859,supercritical_gas
189.15,-84.0,54210.765413,0.542108,1.0,1.0,315.036391,3.603174,260.825625,1005.070178,715.820381,supercritical_gas
191.15,-82.0,54786.157073,0.547862,1.0,1.0,317.043418,3.610703,262.257261,1005.031869,715.816117,supercritical_gas
193.15,-80.0,55361.538074,0.553615,1.0,1.0,319.050428,3.618154,263.68889,1004.995759,715.813063,supercritical_gas
195.15,-78.0,55936.908793,0.559369,1.0,1.0,321.057423,3.625528,265.120514,1004.961803,715.811217,supercritical_gas
197.15,-76.0,56512.269593,0.565123,1.0,1.0,323.064406,3.632826,266.552136,1004.929962,715.810581,supercritical_gas
199.15,-74.0,57087.620816,0.570876,1.0,1.0,325.071378,3.640051,267.983758,1004.900202,715.811159,supercritical_gas
201.15,-72.0,57662.962787,0.57663,1.0,1.0,327.078344,3.647204,269.415381,1004.872493,715.812957,supercritical_gas
203.15,-70.0,58238.295816,0.582383,1.0,1.0,329.085306,3.654286,270.84701,1004.846812,715.815986,supercritical_gas
205.15,-68.0,58813.620196,0.588136,1.0,1.0,331.092266,3.661299,272.278646,1004.823137,715.820256,supercritical_gas
207.15,-66.0,59388.936207,0.593889,1.0,1.0,333.099228,3.668244,273.710292,1004.801451,715.825781,supercritical_gas
209.15,-64.0,59964.244116,0.599642,1.0,1.0,335.106194,3.675122,275.14195,1004.78174,715.832576,supercritical_gas
211.15,-62.0,60539.544177,0.605395,1.0,1.0,337.113167,3.681934,276.573623,1004.763995,715.840658,supercritical_gas
213.15,-60.0,61114.836631,0.611148,1.0,1.0,339.12015,3.688683,278.005314,1004.748208,715.850047,supercritical_gas
215.15,-58.0,61690.121711,0.616901,1.0,1.0,341.127146,3.695368,279.437024,1004.734374,715.860763,supercritical_gas
217.15,-56.0,62265.399636,0.622654,1.0,1.0,343.134157,3.701992,280.868758,1004.722493,715.872827,supercritical_gas
219.15,-54.0,62840.670617,0.628407,1.0,1.0,345.141187,3.708556,282.300517,1004.712565,715.886263,supercritical_gas
221.15,-52.0,63415.934855,0.634159,1.0,1.0,347.148239,3.715059,283.732304,1004.704592,715.901095,supercritical_gas
223.15,-50.0,63991.192543,0.639912,1.0,1.0,349.155314,3.721505,285.164122,1004.698581,715.917349,supercritical_gas
225.15,-48.0,64566.443864,0.645664,1.0,1.0,351.162418,3.727893,286.595974,1004.694539,715.93505,supercritical_gas
227.15,-46.0,65141.688995,0.651417,1.0,1.0,353.169552,3.734224,288.027863,1004.692474,715.954227,supercritical_gas
229.15,-44.0,65716.928104,0.657169,1.0,1.0,355.17672,3.7405,289.459792,1004.692397,715.974908,supercritical_gas
231.15,-42.0,66292.161353,0.662922,1.0,1.0,357.183925,3.746722,290.891764,1004.694322,715.997122,supercritical_gas
233.15,-40.0,66867.388897,0.668674,1.0,1.0,359.19117,3.752891,292.323781,1004.698261,716.020898,supercritical_gas
235.15,-38.0,67442.610884,0.674426,1.0,1.0,361.198459,3.759007,293.755848,1004.70423,716.046267,supercritical_gas
237.15,-36.0,68017.827457,0.680178,1.0,1.0,363.205795,3.765072,295.187968,1004.712245,716.07326,supercritical_gas
239.15,-34.0,68593.038753,0.68593,1.0,1.0,365.213181,3.771085,296.620143,1004.722325,716.101909,supercritical_gas
